record_id,date,tide,time,location,count_1,count_2,count_3,mean_count,in_daily_total_yn,raw_datafile
665,18-Apr-03,dropping,9:15,C.Port corner,0,,,0,TRUE,BPPEEP2003.xls
666,18-Apr-03,dropping,9:20,mumblies (east end),0,,,0,TRUE,BPPEEP2003.xls
667,18-Apr-03,dropping,9:25,mumblies out from pilings,0,,,0,TRUE,BPPEEP2003.xls
668,18-Apr-03,dropping,9:30,Bruns.corner,37000,42000,,39500,TRUE,BPPEEP2003.xls
669,18-Apr-03,dropping,9:30,WNW side Bruns (Canoe Pass)near tip,7000,,,7000,TRUE,BPPEEP2003.xls
670,18-Apr-03,,,TOTAL,,,,46500,total,BPPEEP2003.xls
671,19-Apr-03,dropping,9:15,WNW side Bruns (Canoe Pass)near tip,0,,,0,FALSE,BPPEEP2003.xls
672,19-Apr-03,dropping,9:15,Bruns.corner,21000,,,21000,FALSE,BPPEEP2003.xls
673,19-Apr-03,dropping,9:20,near view corner in close mud,5600,,,5600,FALSE,BPPEEP2003.xls
674,19-Apr-03,dropping,9:35,C.Port corner,550,750,,650,FALSE,BPPEEP2003.xls
675,19-Apr-03,dropping,9:50,jetty side marsh,750,,,750,TRUE,BPPEEP2003.xls
676,19-Apr-03,dropping,9:50,C.Port corner,1200,,,1200,TRUE,BPPEEP2003.xls
677,19-Apr-03,dropping,9:50,flying E towards CP corner,700,,,700,TRUE,BPPEEP2003.xls
678,19-Apr-03,dropping,9:55,east end pilings (outer edge mumblies),5000,,,5000,TRUE,BPPEEP2003.xls
679,19-Apr-03,dropping,10:00,east end pilings (mud close to dike),1800,,,1800,TRUE,BPPEEP2003.xls
680,19-Apr-03,dropping,10:00,pilings (mud close to dike),13000,,,13000,TRUE,BPPEEP2003.xls
681,19-Apr-03,dropping,10:10,Bruns.corner - tide edge beyond mumblies,29000,,,29000,TRUE,BPPEEP2003.xls
682,19-Apr-03,,,TOTAL,,,,51450,total,BPPEEP2003.xls
683,20-Apr-03,dropping,9:35,Bruns.corner,23000,18000,,20500,FALSE,BPPEEP2003.xls
684,20-Apr-03,dropping,10:00,C.Port corner,500,,,500,FALSE,BPPEEP2003.xls
685,20-Apr-03,dropping,10:20,jetty side marsh,100,,,100,TRUE,BPPEEP2003.xls
686,20-Apr-03,dropping,10:20,C.Port corner,1800,,,1800,TRUE,BPPEEP2003.xls
687,20-Apr-03,dropping,10:25,marsh edge west of 34th pullout,700,,,700,TRUE,BPPEEP2003.xls
688,20-Apr-03,dropping,10:30,pilings (mud close to dike),16000,,,16000,TRUE,BPPEEP2003.xls
689,20-Apr-03,dropping,10:35,Bruns. Corner-west end mumblies,45000,,,45000,TRUE,BPPEEP2003.xls
690,20-Apr-03,dropping,10:40,"CP corner, length of mumblies, into BP corner",65000,72000,,68500,FALSE,BPPEEP2003.xls
691,20-Apr-03,,,TOTAL -from first sweep,,,,63600,total,BPPEEP2003.xls
692,20-Apr-03,,,TOTAL -with 10:40 estimate,,,,71100,total,BPPEEP2003.xls
693,20-Apr-03,,,TOTAL- average of two max counts,,,,67400,total,BPPEEP2003.xls
694,21-Apr-03,dropping,9:50,WNW side Bruns (Canoe Pass)near tip,20000,,,20000,FALSE,BPPEEP2003.xls
695,21-Apr-03,dropping,9:50,Bruns.corner,3500,,,3500,FALSE,BPPEEP2003.xls
696,21-Apr-03,dropping,10:00,Bruns.corner,13000,,,13000,FALSE,BPPEEP2003.xls
697,21-Apr-03,dropping,10:30,C.Port corner,400,,,400,FALSE,BPPEEP2003.xls
698,21-Apr-03,dropping,10:45,jetty side marsh,900,,,900,TRUE,BPPEEP2003.xls
699,21-Apr-03,dropping,10:45,C.Port corner,550,,,550,TRUE,BPPEEP2003.xls
700,21-Apr-03,dropping,10:50,east of east end pilings- 34th pullout,60,,,60,TRUE,BPPEEP2003.xls
701,21-Apr-03,dropping,10:55,pilings (mud close to dike),6200,,,6200,TRUE,BPPEEP2003.xls
702,21-Apr-03,dropping,10:55,flocks flying,3000,,,3000,TRUE,BPPEEP2003.xls
703,21-Apr-03,dropping,11:00,west end mumblies,3500,,,3500,TRUE,BPPEEP2003.xls
704,21-Apr-03,dropping,11:00,Bruns.corner,30000,,,30000,TRUE,BPPEEP2003.xls
705,21-Apr-03,,,TOTAL,,,,44210,total,BPPEEP2003.xls
706,22-Apr-03,dropping,9:45,Bruns.corner,26000,30000,22000,26000,FALSE,BPPEEP2003.xls
707,22-Apr-03,dropping,10:00,WNW side Bruns (Canoe Pass)near tip,,,,,FALSE,BPPEEP2003.xls
708,22-Apr-03,dropping,10:20,pilings (mud close to dike),0,,,0,FALSE,BPPEEP2003.xls
709,22-Apr-03,dropping,10:40,jetty side marsh,1300,,,1300,FALSE,BPPEEP2003.xls
710,22-Apr-03,dropping,10:40,C.Port corner,0,,,0,FALSE,BPPEEP2003.xls
711,22-Apr-03,dropping,10:50,jetty side marsh,1300,,,1300,TRUE,BPPEEP2003.xls
712,22-Apr-03,dropping,10:50,C.Port corner,0,,,0,TRUE,BPPEEP2003.xls
713,22-Apr-03,dropping,10:55,west end pilings,4500,,,4500,TRUE,BPPEEP2003.xls
714,22-Apr-03,dropping,11:00,west end mumblies,7800,,,7800,TRUE,BPPEEP2003.xls
715,22-Apr-03,dropping,11:00,Bruns.corner,38200,,,38200,TRUE,BPPEEP2003.xls
716,22-Apr-03,,,TOTAL,,,,51800,total,BPPEEP2003.xls
717,23-Apr-03,rising/high,9:00,Bruns.corner,18500,,,18500,FALSE,BPPEEP2003.xls
718,23-Apr-03,rising/high,9:10,west end to mid pilings(mud close to dike),1100,,,1100,FALSE,BPPEEP2003.xls
719,23-Apr-03,rising/high,9:20,CoalPort corner and jetty side marsh,21000,,,21000,FALSE,BPPEEP2003.xls
720,23-Apr-03,rising/high,9:30,jetty side marsh,6500,,,6500,TRUE,BPPEEP2003.xls
721,23-Apr-03,rising/high,9:30,C.Port corner,18500,,,18500,TRUE,BPPEEP2003.xls
722,23-Apr-03,rising/high,9:35,west end to mid pilings(mud close to dike),0,,,0,TRUE,BPPEEP2003.xls
723,23-Apr-03,rising/high,9:40,west end mumblies (mud islet),1500,,,1500,TRUE,BPPEEP2003.xls
724,23-Apr-03,rising/high,9:40,Bruns.corner,12500,,,12500,TRUE,BPPEEP2003.xls
725,23-Apr-03,rising/high,9:50,WNW side Bruns (Canoe Pass)near tip,1000,,,1000,TRUE,BPPEEP2003.xls
726,23-Apr-03,,,TOTAL,,,,40000,total,BPPEEP2003.xls
727,24-Apr-03,rising/high,9:05,WNW side Bruns (Canoe Pass)near tip,500,,,500,FALSE,BPPEEP2003.xls
728,24-Apr-03,rising/high,9:25,length of mumblies and into BP corner,55000,53000,,54000,FALSE,BPPEEP2003.xls
729,24-Apr-03,rising/high,9:38,jetty side marsh,0,,,0,FALSE,BPPEEP2003.xls
730,24-Apr-03,rising/high,9:38,C.Port corner,0,,,0,FALSE,BPPEEP2003.xls
731,24-Apr-03,rising/high,9:40,jetty side marsh,300,,,300,TRUE,BPPEEP2003.xls
732,24-Apr-03,rising/high,9:40,C.Port corner,0,,,0,TRUE,BPPEEP2003.xls
733,24-Apr-03,rising/high,9:50,34th pullout to mid pilings(mud close to dike),26000,,,26000,TRUE,BPPEEP2003.xls
734,24-Apr-03,rising/high,10:05,mid pilings(along mumblies) into Bruns corner,55000,48500,,51800,TRUE,BPPEEP2003.xls
735,24-Apr-03,,,TOTAL,,,,78100,total,BPPEEP2003.xls
736,25-Apr-03,high,13:35,WNW side Bruns (Canoe Pass)near tip,6000,,,6000,FALSE,BPPEEP2003.xls
737,25-Apr-03,high,13:40,outer tip of Brunswick Point marsh,,,,,FALSE,BPPEEP2003.xls
738,25-Apr-03,high,13:45,near end of Brunswick Point,9500,,,9500,FALSE,BPPEEP2003.xls
739,25-Apr-03,high,13:50,west of west end mumblies,4500,,,4500,FALSE,BPPEEP2003.xls
740,25-Apr-03,high,13:50,west end mumblies,8000,,,8000,FALSE,BPPEEP2003.xls
741,25-Apr-03,high,13:55,outer mumblies out from pilings,14000,,,14000,FALSE,BPPEEP2003.xls
742,25-Apr-03,high,14:00,outside of east end mumblies,2000,,,2000,FALSE,BPPEEP2003.xls
743,25-Apr-03,dropping,14:10,jetty side marsh,0,,,0,TRUE,BPPEEP2003.xls
744,25-Apr-03,dropping,14:10,C.Port corner,0,,,0,TRUE,BPPEEP2003.xls
745,25-Apr-03,dropping,14:20,outer mumblies out from pilings,19000,,,19000,TRUE,BPPEEP2003.xls
746,25-Apr-03,dropping,14:30,Bruns.corner,32000,,,32000,TRUE,BPPEEP2003.xls
747,25-Apr-03,dropping,14:40,on far edge of mud out from Bruns corner,6000,,,6000,TRUE,BPPEEP2003.xls
748,25-Apr-03,dropping,14:40,on mud bars further out near Bruns Pt.,8000,,,8000,TRUE,BPPEEP2003.xls
749,25-Apr-03,,,TOTAL,,,,65000,total,BPPEEP2003.xls
750,26-Apr-03,high,15:00,Bruns.corner,16000,,,16000,FALSE,BPPEEP2003.xls
751,26-Apr-03,high,15:05,Bruns. Corner at tide edge,60000,,,60000,FALSE,BPPEEP2003.xls
752,26-Apr-03,dropping,15:20,jetty side marsh,0,,,0,TRUE,BPPEEP2003.xls
753,26-Apr-03,dropping,15:20,C.Port corner,0,,,0,TRUE,BPPEEP2003.xls
754,26-Apr-03,dropping,15:25,flying by,100,,,100,TRUE,BPPEEP2003.xls
755,26-Apr-03,dropping,15:30,east of east end pilings- 34th pullout,600,,,600,TRUE,BPPEEP2003.xls
756,26-Apr-03,dropping,15:40,Bruns.corner,9500,,,9500,TRUE,BPPEEP2003.xls
757,26-Apr-03,dropping,15:40,Bruns. Corner at tide edge,83000,,,83000,TRUE,BPPEEP2003.xls
758,26-Apr-03,dropping,15:45,WNW side Bruns (Canoe Pass)near tip,20000,,,20000,TRUE,BPPEEP2003.xls
759,26-Apr-03,,,TOTAL,,,,113200,total,BPPEEP2003.xls
760,27-Apr-03,rising,15:10,WNW side Bruns (Canoe Pass)near tip,0,,,0,FALSE,BPPEEP2003.xls
761,27-Apr-03,rising,15:20,Bruns.corner,63000,,,63000,FALSE,BPPEEP2003.xls
762,27-Apr-03,rising,15:30,outer mumblies- west to east end,18000,,,18000,FALSE,BPPEEP2003.xls
763,27-Apr-03,rising,15:45,jetty side marsh,0,,,0,FALSE,BPPEEP2003.xls
764,27-Apr-03,rising,15:45,C.Port corner,0,,,0,FALSE,BPPEEP2003.xls
765,27-Apr-03,rising,15:50,jetty side marsh,0,,,0,TRUE,BPPEEP2003.xls
766,27-Apr-03,rising,15:50,C.Port corner,0,,,0,TRUE,BPPEEP2003.xls
767,27-Apr-03,rising,15:55,Brunswick Point marsh,20000,,,20000,TRUE,BPPEEP2003.xls
768,27-Apr-03,high,16:05,mumblies off west end pilings,20000,,,20000,TRUE,BPPEEP2003.xls
769,27-Apr-03,high,16:10,west end mumblies,50000,,,50000,TRUE,BPPEEP2003.xls
770,27-Apr-03,,,TOTAL,,,,90000,total,BPPEEP2003.xls
771,28-Apr-03,rising,15:10,WNW side Bruns (Canoe Pass)near tip,80,,,80,FALSE,BPPEEP2003.xls
772,28-Apr-03,rising,15:20,Bruns corner to pilings at tide edge,65500,,,65500,FALSE,BPPEEP2003.xls
773,28-Apr-03,rising,15:35,C.Port corner,15000,,,15000,FALSE,BPPEEP2003.xls
774,28-Apr-03,rising,16:00,jetty side marsh,0,,,0,TRUE,BPPEEP2003.xls
775,28-Apr-03,rising,16:00,C.Port corner,0,,,0,TRUE,BPPEEP2003.xls
776,28-Apr-03,rising,16:25,mumblies off pilings,14000,,,14000,TRUE,BPPEEP2003.xls
777,28-Apr-03,rising,16:25,west end mumblies,38000,,,38000,TRUE,BPPEEP2003.xls
778,28-Apr-03,rising,16:25,Bruns.corner,29000,,,29000,TRUE,BPPEEP2003.xls
779,28-Apr-03,rising,16:35,west end mumblies,45000,,,45000,FALSE,BPPEEP2003.xls
780,28-Apr-03,rising,16:35,Bruns.corner,15500,,,15500,FALSE,BPPEEP2003.xls
781,28-Apr-03,,,TOTAL,,,,81000,total,BPPEEP2003.xls
782,29-Apr-03,,15:45,Bruns corner to pilings-mumblies and tide edge,75000,100000,,87500,TRUE,BPPEEP2003.xls
783,29-Apr-03,,,TOTAL,,,,87500,total,BPPEEP2003.xls
784,30-Apr-03,rising,16:25,WNW side Bruns (Canoe Pass)near tip,0,,,0,FALSE,BPPEEP2003.xls
785,30-Apr-03,rising,16:45,mid pilings,3000,,,3000,FALSE,BPPEEP2003.xls
786,30-Apr-03,rising,16:45,Bruns corner to west end pilings,55000,,,55000,FALSE,BPPEEP2003.xls
787,30-Apr-03,rising,16:55,C.Port corner,7000,,,7000,FALSE,BPPEEP2003.xls
788,30-Apr-03,rising,17:05,jetty side marsh,500,,,500,TRUE,BPPEEP2003.xls
789,30-Apr-03,rising,17:05,C.Port corner,6000,,,6000,TRUE,BPPEEP2003.xls
790,30-Apr-03,rising,17:15,mumblies off pilings,17500,,,17500,TRUE,BPPEEP2003.xls
791,30-Apr-03,rising,17:15,flying,3000,,,3000,TRUE,BPPEEP2003.xls
792,30-Apr-03,rising,17:15,Bruns.corner,28000,,,28000,TRUE,BPPEEP2003.xls
793,30-Apr-03,,,TOTAL,,,,55000,total,BPPEEP2003.xls
794,1-May-03,rising,16:55,Bruns. Corner-west end mumblies,53000,,,53000,TRUE,BPPEEP2003.xls
795,1-May-03,rising,17:07,Bruns. Corner-west end mumblies,53000,,,53000,FALSE,BPPEEP2003.xls
796,1-May-03,rising,17:15,jetty side marsh,0,,,0,FALSE,BPPEEP2003.xls
797,1-May-03,rising,17:15,C.Port corner,0,,,0,FALSE,BPPEEP2003.xls
798,1-May-03,rising,17:23,jetty side marsh,0,,,0,FALSE,BPPEEP2003.xls
799,1-May-03,rising,17:23,C.Port corner,0,,,0,FALSE,BPPEEP2003.xls
800,1-May-03,rising,17:35,Bruns.corner,44000,37000,,40500,FALSE,BPPEEP2003.xls
801,1-May-03,,,TOTAL,,,,53000,total,BPPEEP2003.xls
802,2-May-03,dropping,7:40,Bruns.corner,1200,,,1200,FALSE,BPPEEP2003.xls
803,2-May-03,dropping,7:55,Bruns.corner,2200,,,2200,FALSE,BPPEEP2003.xls
804,2-May-03,dropping,7:55,pilings marsh edge,1000,,,1000,FALSE,BPPEEP2003.xls
805,2-May-03,dropping,8:07,jetty side marsh,11500,,,11500,FALSE,BPPEEP2003.xls
806,2-May-03,dropping,8:07,C.Port corner,3300,,,3300,FALSE,BPPEEP2003.xls
807,2-May-03,dropping,8:35,jetty side marsh,14000,,,14000,FALSE,BPPEEP2003.xls
808,2-May-03,dropping,8:35,C.Port corner,10400,,,10400,FALSE,BPPEEP2003.xls
809,2-May-03,dropping,8:40,east of east end pilings- 34th pullout,2500,,,2500,FALSE,BPPEEP2003.xls
810,2-May-03,dropping,8:45,mumblies east of pilings,1100,,,1100,FALSE,BPPEEP2003.xls
811,2-May-03,dropping,8:50,Bruns. Corner-west end mumblies,17500,,,17500,FALSE,BPPEEP2003.xls
812,2-May-03,dropping,9:07,jetty side marsh,0,,,0,FALSE,BPPEEP2003.xls
813,2-May-03,dropping,9:07,C.Port corner,0,,,0,FALSE,BPPEEP2003.xls
814,2-May-03,dropping,9:07,east of east end pilings- 34th pullout,0,,,0,FALSE,BPPEEP2003.xls
815,2-May-03,dropping,9:07,mumblies east of pilings,0,,,0,FALSE,BPPEEP2003.xls
816,2-May-03,dropping,9:25,Bruns. Corner-west end mumblies,37000,,,37000,FALSE,BPPEEP2003.xls
817,2-May-03,,,TOTAL for morning dropping tide,,,,45500,total,BPPEEP2003.xls
818,2-May-03,rising,16:45,WNW side Bruns (Canoe Pass)near tip,0,,,0,FALSE,BPPEEP2003.xls
819,2-May-03,rising,16:45,mumblies out from pilings,25000,,,25000,FALSE,BPPEEP2003.xls
820,2-May-03,rising,17:20,jetty side marsh,0,,,0,FALSE,BPPEEP2003.xls
821,2-May-03,rising,17:20,C.Port corner,0,,,0,FALSE,BPPEEP2003.xls
822,2-May-03,rising,17:35,Bruns. Corner-west end mumblies,50000,44000,,47000,FALSE,BPPEEP2003.xls
823,2-May-03,rising,17:45,jetty side marsh,800,,,800,TRUE,BPPEEP2003.xls
824,2-May-03,rising,17:45,C.Port corner,0,,,0,TRUE,BPPEEP2003.xls
825,2-May-03,rising,17:45,flying by towards NE,500,,,500,TRUE,BPPEEP2003.xls
826,2-May-03,rising,17:50,mumblies out from pilings,3400,,,3400,TRUE,BPPEEP2003.xls
827,2-May-03,rising,18:15,west end mumblies,13500,,,13500,TRUE,BPPEEP2003.xls
828,2-May-03,rising,18:15,Bruns.corner,30000,,,30000,TRUE,BPPEEP2003.xls
829,2-May-03,,,TOTAL for afternoon rising tide,,,,48200,total,BPPEEP2003.xls
830,3-May-03,dropping,7:30,Bruns.corner,0,,,0,FALSE,BPPEEP2003.xls
831,3-May-03,dropping,8:25,jetty side marsh,5000,,,5000,FALSE,BPPEEP2003.xls
832,3-May-03,dropping,8:25,C.Port corner,8000,,,8000,FALSE,BPPEEP2003.xls
833,3-May-03,dropping,8:40,Bruns.corner,8500,7500,,8000,FALSE,BPPEEP2003.xls
834,3-May-03,dropping,8:55,jetty side marsh,11000,12000,,11500,TRUE,BPPEEP2003.xls
835,3-May-03,dropping,8:55,C.Port corner,0,,,0,TRUE,BPPEEP2003.xls
836,3-May-03,dropping,8:55,east of east end pilings- 34th pullout-marsh edge,700,,,700,TRUE,BPPEEP2003.xls
837,3-May-03,dropping,9:10,mid mumblies,400,,,400,TRUE,BPPEEP2003.xls
838,3-May-03,dropping,9:15,west end pilings,1200,,,1200,TRUE,BPPEEP2003.xls
839,3-May-03,dropping,9:20,Bruns.corner,12000,,,12000,TRUE,BPPEEP2003.xls
840,3-May-03,,,TOTAL,,,,25800,total,BPPEEP2003.xls
841,4-May-03,dropping,8:15,Bruns.corner,700,,,700,FALSE,BPPEEP2003.xls
842,4-May-03,dropping,8:20,view corner - marsh edge,360,,,360,FALSE,BPPEEP2003.xls
843,4-May-03,dropping,8:32,jetty side marsh,7000,,,7000,FALSE,BPPEEP2003.xls
844,4-May-03,dropping,8:32,C.Port corner,0,,,0,FALSE,BPPEEP2003.xls
845,4-May-03,dropping,9:00,jetty side marsh,8500,,,8500,FALSE,BPPEEP2003.xls
846,4-May-03,dropping,9:00,C.Port corner,0,,,0,FALSE,BPPEEP2003.xls
847,4-May-03,dropping,9:15,Bruns.corner,5900,,,5900,FALSE,BPPEEP2003.xls
848,4-May-03,dropping,9:25,jetty side marsh,11500,,,11500,TRUE,BPPEEP2003.xls
849,4-May-03,dropping,9:25,C.Port corner,0,,,0,TRUE,BPPEEP2003.xls
850,4-May-03,dropping,9:40,Bruns.corner,6600,,,6600,TRUE,BPPEEP2003.xls
851,4-May-03,dropping,9:50,WNW side Bruns (Canoe Pass)near tip,600,,,600,TRUE,BPPEEP2003.xls
852,4-May-03,,,TOTAL of first sweep CP to BP,,,,14400,total,BPPEEP2003.xls
853,4-May-03,,,TOTAL of second sweep CP to BP,,,,18700,total,BPPEEP2003.xls
854,5-May-03,dropping,8:25,WNW side Bruns (Canoe Pass)near tip,0,,,0,FALSE,BPPEEP2003.xls
855,5-May-03,dropping,8:30,Bruns.corner,6500,,,6500,FALSE,BPPEEP2003.xls
856,5-May-03,dropping,8:50,Bruns.corner,7500,,,7500,FALSE,BPPEEP2003.xls
857,5-May-03,dropping,9:00,CP corner and side marsh,21800,,,21800,FALSE,BPPEEP2003.xls
858,5-May-03,dropping,9:18,jetty side marsh,2000,,,2000,TRUE,BPPEEP2003.xls
859,5-May-03,dropping,9:18,C.Port corner,11200,,,11200,TRUE,BPPEEP2003.xls
860,5-May-03,dropping,9:18,along from CP corner to 34th marsh,4000,,,4000,TRUE,BPPEEP2003.xls
861,5-May-03,dropping,9:30,Bruns. Corner-west end mumblies,15000,,,15000,TRUE,BPPEEP2003.xls
862,5-May-03,,,TOTAL,,,,32200,total,BPPEEP2003.xls
863,6-May-03,dropping,7:15,Bruns.corner,,,,,FALSE,BPPEEP2003.xls
864,6-May-03,dropping,7:30,CP corner and side marsh,,,,,FALSE,BPPEEP2003.xls
865,6-May-03,dropping,8:15,jetty side marsh,900,,,900,TRUE,BPPEEP2003.xls
866,6-May-03,dropping,8:15,C.Port corner,9500,10500,,10000,TRUE,BPPEEP2003.xls
867,6-May-03,dropping,8:15,along from CP corner to 34th marsh,450,,,450,TRUE,BPPEEP2003.xls
868,6-May-03,dropping,8:35,Bruns.corner,5000,5700,5300,5300,TRUE,BPPEEP2003.xls
869,6-May-03,dropping,8:35,west end mumblies,140,,,140,TRUE,BPPEEP2003.xls
870,6-May-03,,,TOTAL,,,,16800,total,BPPEEP2003.xls
871,7-May-03,dropping,7:45,WNW side Bruns (Canoe Pass)near tip,0,,,0,FALSE,BPPEEP2003.xls
872,7-May-03,dropping,7:50,Bruns.corner,8600,,,8600,AVG 1,BPPEEP2003.xls
873,7-May-03,dropping,7:55,view corner - marsh edge,300,,,300,AVG 1,BPPEEP2003.xls
874,7-May-03,dropping,8:00,pilings marsh edge,1500,,,1500,AVG 1,BPPEEP2003.xls
875,7-May-03,dropping,8:07,CP corner and side marsh,9500,,,9500,AVG 1,BPPEEP2003.xls
876,7-May-03,dropping,8:25,jetty side marsh,1500,,,1500,AVG 2,BPPEEP2003.xls
877,7-May-03,dropping,8:25,C.Port corner,6000,7000,,6500,AVG 2,BPPEEP2003.xls
878,7-May-03,dropping,8:30,34th pullout marsh,110,,,110,AVG 2,BPPEEP2003.xls
879,7-May-03,dropping,8:35,pilings marsh edge,250,,,250,AVG 2,BPPEEP2003.xls
880,7-May-03,dropping,8:40,west end pilings,2600,,,2600,AVG 2,BPPEEP2003.xls
881,7-May-03,dropping,8:45,Bruns.corner,6000,,,6000,AVG 2,BPPEEP2003.xls
882,7-May-03,,,TOTAL of sweep from BP to CP,,,,19900,total,BPPEEP2003.xls
883,7-May-03,,,TOTAL of sweep from CP to BP,,,,16960,total,BPPEEP2003.xls
884,7-May-03,,,MAX total for day use average,,,,18400,total,BPPEEP2003.xls
885,8-May-03,dropping,9:00,Bruns.corner,9600,,,9600,FALSE,BPPEEP2003.xls
886,8-May-03,dropping,9:05,pilings marsh edge,4400,,,4400,FALSE,BPPEEP2003.xls
887,8-May-03,dropping,9:10,mumblies out from pilings,700,,,700,FALSE,BPPEEP2003.xls
888,8-May-03,dropping,9:15,jetty side marsh,110,,,110,FALSE,BPPEEP2003.xls
889,8-May-03,dropping,9:15,C.Port corner,0,,,0,FALSE,BPPEEP2003.xls
890,8-May-03,dropping,9:20,jetty side marsh,30,,,30,TRUE,BPPEEP2003.xls
891,8-May-03,dropping,9:20,C.Port corner,0,,,0,TRUE,BPPEEP2003.xls
892,8-May-03,dropping,9:30,mumblies out from pilings,380,,,380,TRUE,BPPEEP2003.xls
893,8-May-03,dropping,9:35,pilings marsh edge,6100,,,6100,TRUE,BPPEEP2003.xls
894,8-May-03,dropping,9:40,Bruns.corner,10400,,,10400,TRUE,BPPEEP2003.xls
895,8-May-03,,,TOTAL,,,,16910,total,BPPEEP2003.xls
896,9-May-03,dropping,9:30,WNW side Bruns (Canoe Pass)near tip,0,,,0,FALSE,BPPEEP2003.xls
897,9-May-03,dropping,9:35,Bruns. Corner-west end mumblies,17500,,,17500,FALSE,BPPEEP2003.xls
898,9-May-03,dropping,9:40,pilings (mud close to dike),300,,,300,FALSE,BPPEEP2003.xls
899,9-May-03,dropping,9:45,C.Port corner,600,,,600,FALSE,BPPEEP2003.xls
900,9-May-03,dropping,9:50,jetty side marsh,500,,,500,TRUE,BPPEEP2003.xls
901,9-May-03,dropping,9:50,C.Port corner,800,875,,840,TRUE,BPPEEP2003.xls
902,9-May-03,dropping,10:00,east end mumblies,750,,,750,TRUE,BPPEEP2003.xls
903,9-May-03,dropping,10:10,mid pilings,240,,,240,TRUE,BPPEEP2003.xls
904,9-May-03,dropping,10:14,Bruns.corner,20800,,,20800,TRUE,BPPEEP2003.xls
905,9-May-03,,,TOTAL,,,,23130,total,BPPEEP2003.xls
906,15-Apr-04,rising,14:30,WNW side Bruns(Canoe Pass),200,,,200,FALSE,BPPEEP2004.xls
907,15-Apr-04,rising,14:30,WNW side Bruns (Canoe Pass)near tip,15000,20000,,17500,FALSE,BPPEEP2004.xls
908,15-Apr-04,rising,14:40,Bruns.corner,0,,,0,FALSE,BPPEEP2004.xls
909,15-Apr-04,rising,14:50,mumblies (east end),7000,,,7000,FALSE,BPPEEP2004.xls
910,15-Apr-04,rising,15:00,C.Port corner,400,,,400,FALSE,BPPEEP2004.xls
911,15-Apr-04,rising,15:04,jetty side marsh,250,,,250,TRUE,BPPEEP2004.xls
912,15-Apr-04,rising,15:04,C.Port corner,350,,,350,TRUE,BPPEEP2004.xls
913,15-Apr-04,high,15:20,west end mumblies,200,,,200,TRUE,BPPEEP2004.xls
914,15-Apr-04,high,15:25,Bruns.corner,700,,,700,TRUE,BPPEEP2004.xls
915,15-Apr-04,high,15:45,WNW side Bruns (Canoe Pass)near tip,100000,,,100000,TRUE,BPPEEP2004.xls
916,15-Apr-04,,,TOTAL,,,,101500,total,BPPEEP2004.xls
917,16-Apr-04,rising,14:36,WNW side Bruns (Canoe Pass)near tip,80000,,,80000,FALSE,BPPEEP2004.xls
918,16-Apr-04,rising,14:44,Bruns.corner,3500,,,3500,FALSE,BPPEEP2004.xls
919,16-Apr-04,rising,14:55,C.Port corner,0,,,0,FALSE,BPPEEP2004.xls
920,16-Apr-04,rising,15:00,jetty side marsh,0,,,0,FALSE,BPPEEP2004.xls
921,16-Apr-04,rising,15:00,C.Port corner,0,,,0,FALSE,BPPEEP2004.xls
922,16-Apr-04,rising,15:05,pilings,0,,,0,FALSE,BPPEEP2004.xls
923,16-Apr-04,rising,15:10,west end mumblies,0,,,0,FALSE,BPPEEP2004.xls
924,16-Apr-04,rising,15:15,Bruns.corner,0,,,0,FALSE,BPPEEP2004.xls
925,16-Apr-04,rising,15:20,WNW side Bruns (Canoe Pass)near tip,110000,,,110000,FALSE,BPPEEP2004.xls
926,16-Apr-04,rising,15:30,jetty side marsh,0,,,0,TRUE,BPPEEP2004.xls
927,16-Apr-04,rising,15:30,C.Port corner,0,,,0,TRUE,BPPEEP2004.xls
928,16-Apr-04,rising,15:35,pilings,0,,,0,TRUE,BPPEEP2004.xls
929,16-Apr-04,rising,15:40,west end mumblies,0,,,0,TRUE,BPPEEP2004.xls
930,16-Apr-04,rising,15:40,Bruns.corner,0,,,0,TRUE,BPPEEP2004.xls
931,16-Apr-04,rising,15:50,WNW side Bruns (Canoe Pass)near tip,110000,,,110000,TRUE,BPPEEP2004.xls
932,16-Apr-04,,,TOTAL,,,,110000,total,BPPEEP2004.xls
933,17-Apr-04,,,,,,,,no survey,BPPEEP2004.xls
934,18-Apr-04,,,,,,,,no survey,BPPEEP2004.xls
935,19-Apr-04,rising,16:50,WNW side Bruns (Canoe Pass)near tip,10000,,,10000,TRUE,BPPEEP2004.xls
936,19-Apr-04,rising,16:50,Bruns.corner - tide edge,4000,,,4000,TRUE,BPPEEP2004.xls
937,19-Apr-04,rising,16:50,Bruns.corner - near shore,16500,,,16500,TRUE,BPPEEP2004.xls
938,19-Apr-04,rising,16:50,west end mumblies,11000,,,11000,TRUE,BPPEEP2004.xls
939,19-Apr-04,rising,17:00,east end mumblies (pilings),41000,,,41000,TRUE,BPPEEP2004.xls
940,19-Apr-04,rising,17:13,C.Port corner,17000,,,17000,TRUE,BPPEEP2004.xls
941,19-Apr-04,rising,17:20,C.Port corner,13000,,,13000,FALSE,BPPEEP2004.xls
942,19-Apr-04,rising,17:25,pilings,0,,,0,FALSE,BPPEEP2004.xls
