original_location_name,cleaned,station_n,station_s,sub_location,mumblies_yn,mud_yn,marsh_yn,tide_edge_yn,flying_yn
Brunswick Pt corner (from view corner),Brunswick Point (seen from View corner),Brunswick Point,,seen from View corner,false,false,false,false,false
Brunswick Pt corner (from viewcorner),Brunswick Point (seen from View corner),Brunswick Point,,seen from View corner,false,false,false,false,false
Brunswick Pt corner (inner mud),Brunswick Point (inner mud),Brunswick Point,,inner mud,false,true,false,false,false
Brunswick Pt corner (inner to mid mud),Brunswick Point (inner mud - mid mud),Brunswick Point,,inner mud - mid mud,false,true,false,false,false
Brunswick Pt corner (mid mud & marsh edge),Brunswick Point (marsh - mid mud),Brunswick Point,,marsh - mid mud,false,true,true,false,false
Brunswick Pt corner (mid mud),Brunswick Point (mid mud),Brunswick Point,,mid mud,false,true,false,false,false
Brunswick Pt corner marsh edge (mid mud),Brunswick Point (marsh - mid mud),Brunswick Point,,marsh - mid mud,false,true,true,false,false
Brunswick Pt corner mid-mud,Brunswick Point (mid mud),Brunswick Point,,mid mud,false,true,false,false,false
Brunswick Pt corner mudislet,Brunswick Point (mud islet),Brunswick Point,,mud islet,false,true,false,false,false
Brunswick Pt corner mudislet (another),Brunswick Point (mud islet),Brunswick Point,,mud islet,false,true,false,false,false
Brunswick Pt corner mudroost,Brunswick Point (mud roost),Brunswick Point,,mud roost,false,true,false,false,false
Brunswick Pt corner to pilings,Pilings to Brunswick Point,Brunswick Point,Pilings,,,,,,
Brunswick Pt corner to pilings (inner mud),Brunswick Point to Pilings (inner mud),Brunswick Point,Pilings,inner mud,false,true,false,false,false
Brunswick Pt corner to view corner,View corner to Brunswick Point,Brunswick Point,View corner,,,,,,
Brunswick Pt corner to west end pilings,Brunswick Point to West end pilings,Brunswick Point,Pilings,,,,,,
Brunswick Pt corner-west end mumblies,Brunswick Point (west end mumblies),Brunswick Point,,west end mumblies,true,false,false,false,false
"Brunswick Pt corner, marsh edge and tide edge",Brunswick Point (marsh - tide edge),Brunswick Point,,marsh - tide edge,false,false,true,true,false
Brunswick Pt end (marsh islet),Brunswick Point (marsh tip),Brunswick Point,,marsh tip,false,false,true,false,false
Brunswick Pt marsh,Brunswick Point (marsh),Brunswick Point,,marsh,false,false,true,false,false
Brunswick Pt mid-mud-west end mumblies,Brunswick Point (mid mud - west end mumblies),Brunswick Point,,mid mud - west end mumblies,true,true,false,false,false
Brunswick Pt mudislet-west end mumblies,Brunswick Point (mud islet - west end mumblies),Brunswick Point,,west end mumblies - mud islet,true,true,false,false,false
Brunswick Pt to west end mumblies - tide edge,Brunswick Point (west end mumblies - tide edge),Brunswick Point,,west end mumblies - tide edge,true,false,false,true,false
Brunswick Pt. corner mudroost,Brunswick Point (mud roost),Brunswick Point,,mud roost,false,true,false,false,false
Brunswick Pt. marsh tip,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,false,false,true,false,false
C. corner&jettyside,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
C. Port corner,Coal Port corner,Coal Port,,,,,,,
C.Port corner,Coal Port corner,Coal Port,,,,,,,
C.Port corner - 2 fields behind,Coal Port corner (field),Coal Port,,field,false,false,false,false,false
C.Port corner - 2 fields further back,Coal Port corner (field),Coal Port,,field,false,false,false,false,false
C.Port corner - at tide edge,Coal Port corner (tide edge),Coal Port,,tide edge,false,false,false,true,false
C.Port corner - close,Coal Port corner,Coal Port,,,,,,,
C.Port corner - corner field,Coal Port corner (field),Coal Port,,field,false,false,false,false,false
C.Port corner - corner fields,Coal Port corner (field),Coal Port,,field,false,false,false,false,false
C.Port corner - far,Coal Port corner,Coal Port,,,,,,,
C.Port corner - far end near sidemarsh,Coal Port jetty side marsh,Coal Port,,,,,,,
C.Port corner - flew,Coal Port corner,Coal Port,,,,,,,
C.Port corner - flying,Coal Port corner (flying),Coal Port,,flying,false,false,false,false,true
C.Port corner - in flight,Coal Port corner (flying),Coal Port,,flying,false,false,false,false,true
C.Port corner - inner mud to 34th pullout,Coal Port corner to 34th St pullout (inner mud),34th St pullout,Coal Port,inner mud,false,true,false,false,false
C.Port corner - mid mud,Coal Port corner (mid mud),Coal Port,,mid mud,false,true,false,false,false
C.Port corner - near 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,,,,,
C.Port corner - seen from BP corner,Coal Port corner (seen from Brunswick Point),Coal Port,,seen from Brunswick Point,false,false,false,false,false
C.Port corner - sidemarsh,Coal Port jetty side marsh,Coal Port,,,,,,,
C.Port corner - tide edge,Coal Port corner (tide edge),Coal Port,,tide edge,false,false,false,true,false
C.Port corner - tire bay,Coal Port corner - tire bay (?),Coal Port,,Tire Bay,false,false,false,false,false
C.Port corner (along closer side of jetty),Coal Port jetty side marsh,Coal Port,,,,,,,
C.Port corner (close to dyke),Coal Port corner (dike),Coal Port,,dike,false,false,false,false,false
C.Port corner (closer to 34th),Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,,,,,
C.Port corner (edge of tide),Coal Port corner (tide edge),Coal Port,,tide edge,false,false,false,true,false
C.Port corner (far area),Coal Port corner,Coal Port,,,,,,,
C.Port corner (flying),Coal Port corner (flying),Coal Port,,flying,false,false,false,false,true
C.Port corner (from 34th pullout),Coal Port corner (seen from 34th St pullout),Coal Port,,seen from 34th St pullout,false,false,false,false,false
C.Port corner (inner mud),Coal Port corner (inner mud),Coal Port,,inner mud,false,true,false,false,false
C.Port corner (near area),Coal Port corner,Coal Port,,,,,,,
C.Port corner (seen from 34th),Coal Port corner (from 34th St pullout),Coal Port,,from 34th St pullout,false,false,false,false,false
C.Port corner (water edge),Coal Port corner (tide edge),Coal Port,,tide edge,false,false,false,true,false
C.Port corner & CP sidemarsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
C.Port corner & sidemarsh (from 34th pullout),Coal Port corner to Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,Coal Port,seen from 34th St pullout,false,false,false,false,false
C.Port corner and side marsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
C.Port corner thru to 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,,,,,
C.Port corner to 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,,,,,
C.Port corner to 34th (seen from 34th),Coal Port corner to 34th St pullout (seen from 34th St pullout),34th St pullout,Coal Port,seen from 34th St pullout,false,false,false,false,false
C.Port corner to 34th marsh,Coal Port corner to 34th St pullout (marsh),34th St pullout,Coal Port,marsh,false,false,true,false,false
C.Port corner to 34th pullout,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,,,,,
C.Port corner to east end mumblies,Coal Port corner (east end mumblies),Coal Port,,east end mumblies,true,false,false,false,false
C.Port corner to east end mumblies (far flock),Coal Port corner (east end mumblies),Coal Port,,east end mumblies,true,false,false,false,false
C.Port corner to sidemarsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
C.Port corner to sidemarsh (far),Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
C.Port corner to w of 34th -mid mud to tide edge,Coal Port corner to 34th St pullout (mid mud - tide edge),34th St pullout,Coal Port,mid mud - tide edge,false,true,false,true,false
C.Port corner-east end and side marsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
"C.Port corner, sidemarsh&jetty edge",Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
"C.Port corner, thru 34th to bend",Coal Port corner to Bend,Bend,Coal Port,,,,,,
C.Port corner(fly),Coal Port corner (flying),Coal Port,,flying,false,false,false,false,true
C.Port corner& side marsh,Coal Port corner jetty side marsh,Coal Port,,,,,,,
C.Port jetty beyond sidemarsh,Coal Port jetty side marsh,Coal Port,,,,,,,
"C.Port jetty sidemarsh, corner to 34th",Coal Port jetty side marsh to 34th St pullout,34th St pullout,Coal Port,,,,,,
"C.Port jetty,sidemarsh thru corner to 34th",Coal Port jetty side marsh to 34th St pullout,34th St pullout,Coal Port,,,,,,
C.Port sidemarsh,Coal Port jetty side marsh,Coal Port,,,,,,,
C.Port sidemarsh & corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
C.Port sidemarsh & corner  (seen from 34th),Coal Port corner to Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,Coal Port,seen from 34th St pullout,false,false,false,false,false
C.Port sidemarsh thru corner to 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,,,,,
C.Port sidemarsh&corner (seen from 34th),Coal Port corner to Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,Coal Port,seen from 34th St pullout,false,false,false,false,false
C.Port sidemarsh&corner to 34th (seen from 34th),Coal Port jetty side marsh to 34th St pullout (seen from 34th St pullout),34th St pullout,Coal Port,seen from 34th St pullout,false,false,false,false,false
C.Port sidemarsh&corner to 34th & east end pilings,Coal Port jetty side marsh to 34th St pullout (seen from 34th St pullout),34th St pullout,Coal Port,seen from 34th St pullout,false,false,false,false,false
C.Port to Bruns,Coal Port corner to Brunswick Point,Brunswick Point,Coal Port,,,,,,
C.Port to Bruns. corner,Coal Port corner to Brunswick Point,Brunswick Point,Coal Port,,,,,,
Canoe Pass,Canoe Pass,Canoe Pass,,,,,,,
Canoe Pass-Bruns Pt.,Canoe Pass to Brunswick Point,Canoe Pass,Brunswick Point,,,,,,
coal port corner,Coal Port corner,Coal Port,,,,,,,
Coal Port corner,Coal Port corner,Coal Port,,,,,,,
Coal Port Corner,Coal Port corner,Coal Port,,,,,,,
Coal Port corner - near,Coal Port corner,Coal Port,,,,,,,
Coal Port corner - to tide edge,Coal Port corner (tide edge),Coal Port,,tide edge,false,false,false,true,false
Coal Port corner & side marsh,Coal Port corner (side marsh),Coal Port,,side marsh,false,false,true,false,false
Coal Port corner to 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,,,,,
Coal Port corner to 34th pullout,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,,,,,
coalport corner,Coal Port corner,Coal Port,,,,,,,
CoalPort corner and jetty side marsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
coalport/side marsh detail,Coal Port jetty side marsh,Coal Port,,,,,,,
coalport/side marsh first,Coal Port jetty side marsh,Coal Port,,,,,,,
coalport/side marsh second,Coal Port jetty side marsh,Coal Port,,,,,,,
corner to pilings,Pilings to View corner,View corner,Pilings,,,,,,
CP corner,Coal Port corner,Coal Port,,,,,,,
CP corner - all mudflat,Coal Port corner (mid mud),Coal Port,,mid mud,false,true,false,false,false
CP corner - east end mumblies,Coal Port corner (east end mumblies),Coal Port,,east end mumblies,true,false,false,false,false
CP corner - inner mud,Coal Port corner (inner mud),Coal Port,,inner mud,false,true,false,false,false
CP corner - tide edge,Coal Port corner (tide edge),Coal Port,,tide edge,false,false,false,true,false
CP corner (flying),Coal Port corner (flying),Coal Port,,flying,false,false,false,false,true
CP corner (seen from bend),Coal Port corner (seen from Bend),Coal Port,,seen from Bend,false,false,false,false,false
CP corner and side marsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
CP corner end,Coal Port corner,Coal Port,,,,,,,
CP corner to 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,,,,,
CP corner to 34th pullout,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,,,,,
CP corner to E end pilings,East end pilings to Coal Port corner,Pilings,Coal Port,,,,,,
CP corner to mid pilings tide edge,Coal Port corner to Pilings (tide edge),Pilings,Coal Port,tide edge,false,false,false,true,false
CP corner to W of 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,,,,,
CP corner to west end mumblies,Coal Port corner (west end mumblies),Coal Port,,west end mumblies,true,false,false,false,false
CP corner to west of 34th pullout,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,,,,,
CP corner up into side marsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
CP corner up jetty side,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
"CP corner, along dike",Coal Port corner (dike),Coal Port,,dike,false,false,false,false,false
"CP corner, jetty",Coal Port corner jetty side marsh,Coal Port,,,,,,,
"CP corner, length of mumblies, into BP corner",Coal Port corner to Brunswick Point (mumblies),Brunswick Point,Coal Port,mumblies,true,false,false,false,false
"CP corner, side marsh",Coal Port corner jetty side marsh,Coal Port,,,,,,,
CP corner(towards band site),Coal Port corner,Coal Port,,,,,,,
CP end,Coal Port corner,Coal Port,,,,,,,
CP jetty  side marsh,Coal Port jetty side marsh,Coal Port,,,,,,,
CP jetty side marsh,Coal Port jetty side marsh,Coal Port,,,,,,,
CP jetty side marsh - far,Coal Port jetty side marsh,Coal Port,,,,,,,
CP jetty side marsh (far tide edge),Coal Port jetty side marsh (far tide edge),Coal Port,,far tide edge,false,false,false,true,false
CP jetty side marsh (far),Coal Port jetty side marsh,Coal Port,,,,,,,
CP jetty side marsh (from 34th pullout),Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,,seen from 34th St pullout,false,false,false,false,false
CP jetty side marsh (mud area),Coal Port jetty side marsh (mud area),Coal Port,,mud area,false,true,false,false,false
CP jetty side marsh (seen from 34th),Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,,seen from 34th St pullout,false,false,false,false,false
CP jetty side marsh & into CP corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
CP jetty side marsh area,Coal Port jetty side marsh,Coal Port,,,,,,,
CP jetty side marsh into CP corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
CP jetty side marsh mid point,Coal Port jetty side marsh,Coal Port,,,,,,,
CP jetty side marsh outer end,Coal Port jetty side marsh,Coal Port,,,,,,,
CP jetty side marsh thru corner to 34th,Coal Port jetty side marsh to 34th St pullout,34th St pullout,Coal Port,,,,,,
CP jetty side marsh thru CP corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
CP jetty side marsh thru to CP corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
CP jetty water edge,Coal Port corner jetty side marsh (tide edge),Coal Port,,tide edge,false,false,false,true,false
CP sidemarsh,Coal Port corner (side marsh),Coal Port,,side marsh,false,false,true,false,false
CP sidemarsh (from 34th pullout),Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,,seen from 34th St pullout,false,false,false,false,false
CP sidemarsh (seen from 34th pullout),Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,,seen from 34th St pullout,false,false,false,false,false
CP sidemarsh area,Coal Port corner jetty side marsh,Coal Port,,,,,,,
CP sidemarsh to CP corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
"CP sidemarsh, CP corner to 34th",Coal Port jetty side marsh to 34th St pullout,34th St pullout,Coal Port,,,,,,
"CP sidemarsh, CP corner to 34th (from 34th)",Coal Port jetty side marsh to 34th St pullout (seen from 34th St pullout),34th St pullout,Coal Port,seen from 34th St pullout,false,false,false,false,false
CP sidemash,Coal Port corner (side marsh),Coal Port,,side marsh,false,false,true,false,false
CPC,Coal Port corner,Coal Port,,,,,,,
E end mumblies,(east end mumblies),,,east end mumblies,true,false,false,false,false
E end pilings,East end pilings,Pilings,,,,,,,
E end pilings (inner mud),East end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
E end pilings (outer mud),East end pilings (outer mud),Pilings,,outer mud,false,true,false,false,false
E of east end pilings,Bend,Bend,,,,,,,
E of east end pilings - inner mud,Bend (inner mud),Bend,,inner mud,false,true,false,false,false
E of east end pilings - outer mud,Bend (outer mud),Bend,,outer mud,false,true,false,false,false
E pilings inner mud,East end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
east end mumblies,(east end mumblies),,,east end mumblies,true,false,false,false,false
East end mumblies,(east end mumblies),,,east end mumblies,true,false,false,false,false
east end mumblies - mud islets,(east end mumblies - mud islet),,,east end mumblies - mud islet,true,true,false,false,false
east end mumblies - outer edge,(east end mumblies),,,east end mumblies,true,false,false,false,false
East end mumblies - outer edge,(east end mumblies),,,east end mumblies,true,false,false,false,false
East end mumblies - tide edge,(east end mumblies - tide edge),,,east end mumblies - tide edge,true,false,false,true,false
east end mumblies (inner mud),(east end mumblies),,,east end mumblies,true,false,false,false,false
east end mumblies (near CP corner),Coal Port corner (east end mumblies),Coal Port,,east end mumblies,true,false,false,false,false
east end mumblies (pilings),Pilings (East end mumblies),Pilings,,east end mumblies,true,false,false,false,false
east end mumblies to 34th,34th St pullout (east end mumblies),34th St pullout,,east end mumblies,true,false,false,false,false
east end mumblies; off 34th,34th St pullout (east end mumblies),34th St pullout,,east end mumblies,true,false,false,false,false
east end of pilings near shore,East end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
east end pilings,East end pilings,Pilings,,,,,,,
East end pilings,East end pilings,Pilings,,,,,,,
east end pilings - on outer mud,East end pilings (outer mud),Pilings,,outer mud,false,true,false,false,false
east end pilings - outer edge mumblies,East end pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
east end pilings (from bend),East end pilings (seen from Bend),Pilings,,seen from Bend,false,false,false,false,false
east end pilings (inner mud),East end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
east end pilings (mud close to dike),Pilings (mud close to dike),Pilings,,mud close to dike,false,true,false,false,false
east end pilings (mud islets),East end pilings (mud islets),Pilings,,mud islets,false,true,false,false,false
east end pilings (outer edge mumblies),East end pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
east end pilings (outer edge),East end pilings,Pilings,,,,,,,
east end pilings (outer mud),East end pilings (outer mud),Pilings,,outer mud,false,true,false,false,false
east end pilings inner mud,East end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
east end pilings into CP corner,East end pilings to Coal Port corner,Pilings,Coal Port,,,,,,
east end pilings marsh area,East end pilings (marsh),Pilings,,marsh,false,false,true,false,false
east end pilings on mumblies,East end pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
east end pilings to 34th pullout,34th St pullout to East end pilings,Pilings,34th St pullout,,,,,,
east end pilings to BP - inner mud,East end pilings to Brunswick Point (inner mud),Brunswick Point,Pilings,inner mud,false,true,false,false,false
east end pilings to CP corner,East end pilings to Coal Port corner,Pilings,Coal Port,,,,,,
east end pilings to middle,Pilings,Pilings,,,,,,,
"east end pilings, outer mumblies",East end pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
East end to mid pilings on mumblies,Pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
east mumblies,(east end mumblies),,,east end mumblies,true,false,false,false,false
East of 34th in near mud,East end 34th St pullout (inner mud),34th St pullout,,inner mud,false,true,false,false,false
east of 34th pullout,East end 34th St pullout,34th St pullout,,,,,,,
east of E end pilings,Bend,Bend,,,,,,,
east of E end pilings - far mud,Bend (outer mud),Bend,,outer mud,false,true,false,false,false
east of E end pilings (near mud),Bend (inner mud),Bend,,inner mud,false,true,false,false,false
east of E end pilings (outer mud),Bend (outer mud),Bend,,outer mud,false,true,false,false,false
east of east end pilings,Bend,Bend,,,,,,,
east of East end pilings,Bend,Bend,,,,,,,
east of east end pilings (34th pullout),34th St pullout (seen from Pilings),34th St pullout,,seen from Pilings,false,false,false,false,false
east of east end pilings (34th to bend) marsh edge,34th St pullout to Bend (marsh),Bend,34th St pullout,marsh,false,false,true,false,false
east of east end pilings (inner mud),Bend (inner mud),Bend,,inner mud,false,true,false,false,false
east of east end pilings (near bend),Bend,Bend,,,,,,,
east of east end pilings (near bend) east end,East bend,Bend,,,,,,,
east of east end pilings (near bend) inner mud,Bend (inner mud),Bend,,inner mud,false,true,false,false,false
east of east end pilings (near bend) mumblies,Bend (mumblies),Bend,,mumblies,true,false,false,false,false
east of east end pilings (near bend) mumblies to eagle log,Bend (mumblies),Bend,,mumblies,true,false,false,false,false
east of east end pilings (near bend) on mumblies,Bend (mumblies),Bend,,mumblies,true,false,false,false,false
east of east end pilings (near bend) outer mud,Bend (outer mud),Bend,,outer mud,false,true,false,false,false
east of east end pilings (near Bend) outer mud,Bend (outer mud),Bend,,outer mud,false,true,false,false,false
east of east end pilings (near marsh),Bend (marsh),Bend,,marsh,false,false,true,false,false
east of east end pilings (outer mud),Bend (outer mud),Bend,,outer mud,false,true,false,false,false
east of east end pilings (outer mumblies),Bend (outer mumblies),Bend,,outer mumblies,true,false,false,false,false
east of east end pilings- 34th pullout,34th St pullout to Bend,Bend,34th St pullout,,,,,,
east of east end pilings- 34th pullout-marsh edge,34th St pullout to Bend (marsh),Bend,34th St pullout,marsh,false,false,true,false,false
east of pilings,East end pilings,Pilings,,,,,,,
east of pilings - outer mumblies,East end pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
east of pilings (inner mud),East end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
east of pilings (outer mumblies),East end pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
east of pilings on mumblies,East end pilings (mumblies),Pilings,,mumblies,true,false,false,false,false
east of pilings to 34th pullout,Pilings to 34th St pullout,Pilings,34th St pullout,,,,,,
east pilings inner mud,East end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
east pilings to CP corner,East end pilings to Coal Port corner,Pilings,Coal Port,,,,,,
east towards pilings outer mumblies,Pilings (outer mumblies),Pilings,,outer mumblies,true,false,false,false,false
Estimate for day,,,,,,,,,
far end CP jetty side marsh,Coal Port jetty side marsh,Coal Port,,,,,,,
first sweep,,,,,,,,,
flocks flying,(flying),,,flying,false,false,false,false,true
fly around Bpoint to west,Brunswick Point (flying),Brunswick Point,,flying,false,false,false,false,true
fly to east end,(flying),,,flying,false,false,false,false,true
flyby over water towards CP,Coal Port corner (flying),Coal Port,,flying,false,false,false,false,true
flying,(flying),,,flying,false,false,false,false,true
flying 34th pullout to BP,34th St pullout to Brunswick Point (flying),Brunswick Point,34th St pullout,flying,false,false,false,false,true
flying around BP to West,Brunswick Point (flying),Brunswick Point,,flying,false,false,false,false,true
flying around Bruns Point,Brunswick Point (flying),Brunswick Point,,flying,false,false,false,false,true
flying B.P to C.P end,Brunswick Point to Coal Port corner (flying),Brunswick Point,Coal Port,flying,false,false,false,false,true
flying by,(flying),,,flying,false,false,false,false,true
flying by Coal Port towards BP,Coal Port corner to Brunswick Point (flying),Brunswick Point,Coal Port,flying,false,false,false,false,true
flying by towards NE,(flying),,,flying,false,false,false,false,true
flying CP side marsh towards BP,Coal Port jetty side marsh to Brunswick Point (flying),Brunswick Point,Coal Port,flying,false,false,false,false,true
flying E around BP,Brunswick Point (flying),Brunswick Point,,flying,false,false,false,false,true
flying E towards CP corner,Coal Port corner (flying),Coal Port,,flying,false,false,false,false,true
flying east,(flying),,,flying,false,false,false,false,true
flying east towards CP jetty,Coal Port jetty side marsh (flying),Coal Port,,flying,false,false,false,false,true
flying eastwards,(flying),,,flying,false,false,false,false,true
flying from CP corner towards BP,Coal Port corner to Brunswick Point (flying),Brunswick Point,Coal Port,flying,false,false,false,false,true
flying from fields,(flying - field),,,flying - field,false,false,false,false,true
flying from intercauseway to BP,Intercauseway to Brunswick Point (flying),Brunswick Point,Intercauseway,flying,false,false,false,false,true
flying in from east into Bruns Pt area,Brunswick Point (flying),Brunswick Point,,flying,false,false,false,false,true
flying in to BP from CP,Coal Port corner to Brunswick Point (flying),Brunswick Point,Coal Port,flying,false,false,false,false,true
flying low from CP to BP corner,Coal Port corner to Brunswick Point (flying),Brunswick Point,Coal Port,flying,false,false,false,false,true
flying low over water,(flying),,,flying,false,false,false,false,true
flying near CP corner,Coal Port corner (flying),Coal Port,,flying,false,false,false,false,true
flying over Canoe Pass,Canoe Pass (flying),Canoe Pass,,flying,false,false,false,false,true
flying over CP jetty heading west,Coal Port jetty side marsh (flying),Coal Port,,flying,false,false,false,false,true
flying over CP jetty to intercauseway,Coal Port jetty side marsh to Intercauseway (flying),Coal Port,Intercauseway,flying,false,false,false,false,true
flying over wires to intercauseway,Intercauseway (flying),Intercauseway,,flying,false,false,false,false,true
flying over wires to intercauseway area,Intercauseway (flying),Intercauseway,,flying,false,false,false,false,true
flying over wires towards intercauseway area,Intercauseway (flying),Intercauseway,,flying,false,false,false,false,true
flying to east,(flying),,,flying,false,false,false,false,true
flying to intercauseway,Intercauseway (flying),Intercauseway,,flying,false,false,false,false,true
flying to water edge flock,(flying - tide edge),,,flying - tide edge,false,false,false,true,true
flying toward CP corner,Coal Port corner (flying),Coal Port,,flying,false,false,false,false,true
flying towards BP,Brunswick Point (flying),Brunswick Point,,flying,false,false,false,false,true
flying towards Bruns Pt,Brunswick Point (flying),Brunswick Point,,flying,false,false,false,false,true
flying towards Bruns Pt corner,Brunswick Point (flying),Brunswick Point,,flying,false,false,false,false,true
flying towards Brunswick Point corner,Brunswick Point (flying),Brunswick Point,,flying,false,false,false,false,true
flying towards CP from pilings,Pilings to Coal Port corner (flying),Pilings,Coal Port,flying,false,false,false,false,true
flying W to E,(flying),,,flying,false,false,false,false,true
flying west,(flying),,,flying,false,false,false,false,true
flying west to east,(flying),,,flying,false,false,false,false,true
from 34th pullout to pilings - inner mud,34th St pullout to Pilings (inner mud),Pilings,34th St pullout,inner mud,false,true,false,false,false
from bend - inner mud,Bend (inner mud),Bend,,inner mud,false,true,false,false,false
from bend - on mumblies to pilings & log,Bend to Pilings (mumblies),Pilings,Bend,mumblies,true,false,false,false,false
from bend - on outer mumblies,Bend (outer mumblies),Bend,,outer mumblies,true,false,false,false,false
from bend - outer mumblies islets,Bend (outer mumblies),Bend,,outer mumblies,true,false,false,false,false
from bend - outer mumblies to eagle log,Bend (outer mumblies),Bend,,outer mumblies,true,false,false,false,false
from CP to BP,Coal Port corner to Brunswick Point,Brunswick Point,Coal Port,,,,,,
from pilings to west end mumblies - mid mud,Pilings (west end mumblies - mid mud),Pilings,,mid mud - west end mumblies,true,true,false,false,false
from view corner - BP mudislet,Brunswick Point (mud islet - seen from View corner),Brunswick Point,,mud islet - seen from View corner,false,true,false,false,false
from view corner - BP mudroost,Brunswick Point (mud roost - seen from View corner),Brunswick Point,,mud roost - seen from View corner,false,true,false,false,false
further along mumblies,(mumblies),,,mumblies,true,false,false,false,false
in air over BP tip and Canoe Pass,Brunswick Point to Canoe Pass (flying),Canoe Pass,Brunswick Point,flying,false,false,false,false,true
in flight,(flying),,,flying,false,false,false,false,true
in flight from CP end towards BP end,Coal Port corner to Brunswick Point (flying),Brunswick Point,Coal Port,flying,false,false,false,false,true
in flight over water - disturbed by PEFA,(flying),,,flying,false,false,false,false,true
inner east end mumblies,(east end mumblies),,,east end mumblies,true,false,false,false,false
inner edge mumblies,(inner mumblies),,,inner mumblies,true,false,false,false,false
inner marsh edge near 34th,34th St pullout (marsh),34th St pullout,,marsh,false,false,true,false,false
inner marsh point,(marsh),,,marsh,false,false,true,false,false
"inner mud, west end pilings",West end pilings (inner mud),Pilings,,inner mud,false,true,false,false,false
inner mumblies,(inner mumblies),,,inner mumblies,true,false,false,false,false
inner pilings,Pilings,Pilings,,,,,,,
inner pilings to view corner,Pilings to View corner,View corner,Pilings,,,,,,
intercauseway,Intercauseway,Intercauseway,,,,,,,
intercausway,Intercauseway,Intercauseway,,,,,,,
jetty side,Coal Port jetty side marsh,Coal Port,,,,,,,
jetty side flying,Coal Port jetty side marsh (flying),Coal Port,,flying,false,false,false,false,true
jetty side marsh,Coal Port jetty side marsh,Coal Port,,,,,,,
jetty side to CP corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,,,,,
jetty side(further),Coal Port jetty side marsh,Coal Port,,,,,,,
length of mumblies and into BP corner,Brunswick Point (mumblies),Brunswick Point,,mumblies,true,false,false,false,false
