survey_date,start_time,station,station_n,station_s,mumblies_yn,mud_yn,marsh_yn,tide_edge_yn,flying_yn,final_count,p_wesa,elev_min,elev_max,elev_median,elev_mean,elev_range,flow,total_precip,mean_temp,u,v,windspd,wind_deg,station_n_no,station_s_no,station_diff,year,julian_day,dos,n_s
2001-05-07,17:18,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0.7,4.24,3.16,2.912083333,3.54,2930,0.4,12.2,4.29E-16,1.215537244,9.416666667,39.66716127,8,,,2001,127,1.26667688,S
2001-05-07,17:10,Pilings,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0.7,4.24,3.16,2.912083333,3.54,2930,0.4,12.2,4.29E-16,1.215537244,9.416666667,39.66716127,5,,,2001,127,1.26667688,N
2001-05-08,18:01,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,8700,,0.52,4.35,3.205,2.917916667,3.83,3100,0.2,11.1,3.386139465,-18.8819531,20.375,-96.2815784,3,,,2001,128,1.407153361,N
2001-05-08,18:02,Canoe Pass,Canoe Pass,,FALSE,FALSE,FALSE,FALSE,FALSE,4000,,0.52,4.35,3.205,2.917916667,3.83,3100,0.2,11.1,3.386139465,-18.8819531,20.375,-96.2815784,1,,,2001,128,1.407153361,N
2001-05-08,17:50,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0.52,4.35,3.205,2.917916667,3.83,3100,0.2,11.1,3.386139465,-18.8819531,20.375,-96.2815784,8,,,2001,128,1.407153361,S
2001-05-08,17:55,Pilings,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0.52,4.35,3.205,2.917916667,3.83,3100,0.2,11.1,3.386139465,-18.8819531,20.375,-96.2815784,5,,,2001,128,1.407153361,N
2001-05-09,9:05,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,5300,88.1300813,0.5,4.44,3.175,2.91875,3.94,3050,0,10.2,2.160049797,-6.535331853,10.04166667,-67.7671248,3,,,2001,129,1.547629843,N
2001-05-09,9:10,Canoe Pass,Canoe Pass,,FALSE,FALSE,FALSE,FALSE,FALSE,0,88.1300813,0.5,4.44,3.175,2.91875,3.94,3050,0,10.2,2.160049797,-6.535331853,10.04166667,-67.7671248,1,,,2001,129,1.547629843,N
2001-05-09,8:50,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,950,88.1300813,0.5,4.44,3.175,2.91875,3.94,3050,0,10.2,2.160049797,-6.535331853,10.04166667,-67.7671248,8,,,2001,129,1.547629843,S
2001-05-09,8:33,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,2820,88.1300813,0.5,4.44,3.175,2.91875,3.94,3050,0,10.2,2.160049797,-6.535331853,10.04166667,-67.7671248,8,,,2001,129,1.547629843,S
2001-05-09,9:00,Pilings,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE,800,88.1300813,0.5,4.44,3.175,2.91875,3.94,3050,0,10.2,2.160049797,-6.535331853,10.04166667,-67.7671248,5,,,2001,129,1.547629843,N
2001-05-11,9:51,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,3750,98.37837838,0.67,4.47,3.31,2.9225,3.8,2880,0,13.2,6.840402867,-9.742428601,12.04166667,-52.22031051,3,,,2001,131,1.828582805,N
2001-05-11,10:00,Canoe Pass,Canoe Pass,,FALSE,FALSE,FALSE,FALSE,FALSE,0,98.37837838,0.67,4.47,3.31,2.9225,3.8,2880,0,13.2,6.840402867,-9.742428601,12.04166667,-52.22031051,1,,,2001,131,1.828582805,N
2001-05-11,9:33,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,98.37837838,0.67,4.47,3.31,2.9225,3.8,2880,0,13.2,6.840402867,-9.742428601,12.04166667,-52.22031051,8,,,2001,131,1.828582805,S
2001-05-11,9:37,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,200,98.37837838,0.67,4.47,3.31,2.9225,3.8,2880,0,13.2,6.840402867,-9.742428601,12.04166667,-52.22031051,8,,,2001,131,1.828582805,S
2001-05-11,9:40,West end pilings,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE,350,98.37837838,0.67,4.47,3.31,2.9225,3.8,2880,0,13.2,6.840402867,-9.742428601,12.04166667,-52.22031051,5,,,2001,131,1.828582805,N
2002-04-18,10:30,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,10500,10,0.82,4.18,3.335,2.844583333,3.36,2530,0,8.4,-3.762221577,-4.499513268,7.125,-123.5910814,3,,,2002,108,-1.402376265,N
2002-04-18,10:15,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,0.82,4.18,3.335,2.844583333,3.36,2530,0,8.4,-3.762221577,-4.499513268,7.125,-123.5910814,8,,,2002,108,-1.402376265,S
2002-04-18,10:15,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,0.82,4.18,3.335,2.844583333,3.36,2530,0,8.4,-3.762221577,-4.499513268,7.125,-123.5910814,8,,,2002,108,-1.402376265,S
2002-04-18,10:25,East end pilings,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,0.82,4.18,3.335,2.844583333,3.36,2530,0,8.4,-3.762221577,-4.499513268,7.125,-123.5910814,5,,,2002,108,-1.402376265,N
2002-04-18,10:25,Pilings,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,0.82,4.18,3.335,2.844583333,3.36,2530,0,8.4,-3.762221577,-4.499513268,7.125,-123.5910814,5,,,2002,108,-1.402376265,N
2002-04-18,10:25,West end pilings,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,0.82,4.18,3.335,2.844583333,3.36,2530,0,8.4,-3.762221577,-4.499513268,7.125,-123.5910814,5,,,2002,108,-1.402376265,N
2002-04-19,10:15,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,24500,14.1439206,0.9,4.15,3.31,2.804583333,3.25,2570,0,9.2,-3.420201433,5.954423259,9.416666667,123.2131585,3,,,2002,109,-1.261899784,N
2002-04-19,9:55,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,14.1439206,0.9,4.15,3.31,2.804583333,3.25,2570,0,9.2,-3.420201433,5.954423259,9.416666667,123.2131585,8,,,2002,109,-1.261899784,S
2002-04-19,9:55,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,6500,14.1439206,0.9,4.15,3.31,2.804583333,3.25,2570,0,9.2,-3.420201433,5.954423259,9.416666667,123.2131585,8,,,2002,109,-1.261899784,S
2002-04-19,10:06,Pilings (marsh),Pilings,,FALSE,FALSE,TRUE,FALSE,FALSE,4100,14.1439206,0.9,4.15,3.31,2.804583333,3.25,2570,0,9.2,-3.420201433,5.954423259,9.416666667,123.2131585,5,,,2002,109,-1.261899784,N
2002-04-19,10:06,Pilings (mumblies),Pilings,,TRUE,FALSE,FALSE,FALSE,FALSE,7300,14.1439206,0.9,4.15,3.31,2.804583333,3.25,2570,0,9.2,-3.420201433,5.954423259,9.416666667,123.2131585,5,,,2002,109,-1.261899784,N
2002-04-20,10:15,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,30000,19.7875166,1.04,4.26,3.305,2.85875,3.22,2590,0,9.5,-2.25742631,6.893654271,10.625,133.656113,3,,,2002,110,-1.121423303,N
2002-04-20,9:45,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.7875166,1.04,4.26,3.305,2.85875,3.22,2590,0,9.5,-2.25742631,6.893654271,10.625,133.656113,8,,,2002,110,-1.121423303,S
2002-04-20,9:45,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,19.7875166,1.04,4.26,3.305,2.85875,3.22,2590,0,9.5,-2.25742631,6.893654271,10.625,133.656113,8,,,2002,110,-1.121423303,S
2002-04-22,13:42,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,16000,87.73168579,1.34,4.41,3.015,2.95875,3.07,2670,0.4,8.8,9.987174913,-36.64801221,35.33333333,-76.7327897,3,,,2002,112,-0.84047034,N
2002-04-22,13:20,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,87.73168579,1.34,4.41,3.015,2.95875,3.07,2670,0.4,8.8,9.987174913,-36.64801221,35.33333333,-76.7327897,8,,,2002,112,-0.84047034,S
2002-04-22,13:20,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,87.73168579,1.34,4.41,3.015,2.95875,3.07,2670,0.4,8.8,9.987174913,-36.64801221,35.33333333,-76.7327897,8,,,2002,112,-0.84047034,S
2002-04-22,13:35,Pilings (marsh),Pilings,,FALSE,FALSE,TRUE,FALSE,FALSE,13750,87.73168579,1.34,4.41,3.015,2.95875,3.07,2670,0.4,8.8,9.987174913,-36.64801221,35.33333333,-76.7327897,5,,,2002,112,-0.84047034,N
2002-04-25,16:30,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,26500,,1.43,4.4,3.02,2.894166667,2.97,3200,0,7.9,5.588326769,-7.946827136,12.08333333,-54.49556534,3,,,2002,115,-0.419040896,N
2002-04-25,16:15,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,1.43,4.4,3.02,2.894166667,2.97,3200,0,7.9,5.588326769,-7.946827136,12.08333333,-54.49556534,8,,,2002,115,-0.419040896,S
2002-04-25,16:15,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,1.43,4.4,3.02,2.894166667,2.97,3200,0,7.9,5.588326769,-7.946827136,12.08333333,-54.49556534,8,,,2002,115,-0.419040896,S
2002-04-25,16:20,Pilings (mumblies),Pilings,,TRUE,FALSE,FALSE,FALSE,FALSE,87500,,1.43,4.4,3.02,2.894166667,2.97,3200,0,7.9,5.588326769,-7.946827136,12.08333333,-54.49556534,5,,,2002,115,-0.419040896,N
2002-04-26,17:00,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,180000,,1.09,4.51,3.1,3.021666667,3.42,3170,14.6,7.9,6.74E-16,9.916442642,15.95833333,83.22455958,3,,,2002,116,-0.278564415,N
2002-04-26,16:32,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,15000,,1.09,4.51,3.1,3.021666667,3.42,3170,14.6,7.9,6.74E-16,9.916442642,15.95833333,83.22455958,8,,,2002,116,-0.278564415,S
2002-04-26,16:32,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,1.09,4.51,3.1,3.021666667,3.42,3170,14.6,7.9,6.74E-16,9.916442642,15.95833333,83.22455958,8,,,2002,116,-0.278564415,S
2002-04-27,17:00,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,145000,10,0.79,4.64,3.24,3.062083333,3.85,3040,0,9.4,6.946827136,-10.7246222,16,-42.75917457,3,,,2002,117,-0.138087933,N
2002-04-27,17:30,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,0.79,4.64,3.24,3.062083333,3.85,3040,0,9.4,6.946827136,-10.7246222,16,-42.75917457,8,,,2002,117,-0.138087933,S
2002-04-27,17:30,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,0.79,4.64,3.24,3.062083333,3.85,3040,0,9.4,6.946827136,-10.7246222,16,-42.75917457,8,,,2002,117,-0.138087933,S
2002-04-27,17:25,Pilings (mumblies),Pilings,,TRUE,FALSE,FALSE,FALSE,FALSE,21000,10,0.79,4.64,3.24,3.062083333,3.85,3040,0,9.4,6.946827136,-10.7246222,16,-42.75917457,5,,,2002,117,-0.138087933,N
2002-04-28,18:40,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,45000,,0.51,4.49,3.31,2.985,3.98,2860,0,10.9,-4.334557988,8.228480242,14.125,124.3995825,3,,,2002,118,0.002388548,N
2002-04-28,18:40,Canoe Pass,Canoe Pass,,FALSE,FALSE,FALSE,FALSE,FALSE,12000,,0.51,4.49,3.31,2.985,3.98,2860,0,10.9,-4.334557988,8.228480242,14.125,124.3995825,1,,,2002,118,0.002388548,N
2002-04-28,18:00,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,1100,,0.51,4.49,3.31,2.985,3.98,2860,0,10.9,-4.334557988,8.228480242,14.125,124.3995825,8,,,2002,118,0.002388548,S
2002-04-28,18:00,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,7000,,0.51,4.49,3.31,2.985,3.98,2860,0,10.9,-4.334557988,8.228480242,14.125,124.3995825,8,,,2002,118,0.002388548,S
2002-04-29,9:20,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,19000,88.04185351,0.37,4.5,3.255,2.96375,4.13,2940,0,9.8,3.762221577,-7.794228634,11.125,-71.43981749,3,,,2002,119,0.142865029,N
2002-04-29,9:15,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,18000,88.04185351,0.37,4.5,3.255,2.96375,4.13,2940,0,9.8,3.762221577,-7.794228634,11.125,-71.43981749,8,,,2002,119,0.142865029,S
2002-04-29,9:15,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,13000,88.04185351,0.37,4.5,3.255,2.96375,4.13,2940,0,9.8,3.762221577,-7.794228634,11.125,-71.43981749,8,,,2002,119,0.142865029,S
2002-04-29,9:18,West end pilings,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE,2400,88.04185351,0.37,4.5,3.255,2.96375,4.13,2940,0,9.8,3.762221577,-7.794228634,11.125,-71.43981749,5,,,2002,119,0.142865029,N
2002-04-30,9:55,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,13500,86.44421272,0.44,4.53,3.32,2.973333333,4.09,3090,0,11.8,7.285331853,-12.21448433,11.41666667,-44.84975557,3,,,2002,120,0.283341511,N
2002-04-30,9:45,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,21000,86.44421272,0.44,4.53,3.32,2.973333333,4.09,3090,0,11.8,7.285331853,-12.21448433,11.41666667,-44.84975557,8,,,2002,120,0.283341511,S
2002-04-30,9:45,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,9000,86.44421272,0.44,4.53,3.32,2.973333333,4.09,3090,0,11.8,7.285331853,-12.21448433,11.41666667,-44.84975557,8,,,2002,120,0.283341511,S
2002-04-30,9:50,East end pilings (marsh),Pilings,,FALSE,FALSE,TRUE,FALSE,FALSE,6000,86.44421272,0.44,4.53,3.32,2.973333333,4.09,3090,0,11.8,7.285331853,-12.21448433,11.41666667,-44.84975557,5,,,2002,120,0.283341511,N
2002-04-30,9:50,Pilings,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE,9000,86.44421272,0.44,4.53,3.32,2.973333333,4.09,3090,0,11.8,7.285331853,-12.21448433,11.41666667,-44.84975557,5,,,2002,120,0.283341511,N
2002-05-01,10:12,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,15000,90.67887931,0.67,4.55,3.41,2.96625,3.88,3440,0,10.9,-9.196261863,18.92320565,21.20833333,114.544162,3,,,2002,121,0.423817992,N
2002-05-01,10:00,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,18000,90.67887931,0.67,4.55,3.41,2.96625,3.88,3440,0,10.9,-9.196261863,18.92320565,21.20833333,114.544162,8,,,2002,121,0.423817992,S
2002-05-01,10:00,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,8000,90.67887931,0.67,4.55,3.41,2.96625,3.88,3440,0,10.9,-9.196261863,18.92320565,21.20833333,114.544162,8,,,2002,121,0.423817992,S
2002-05-01,10:05,East end pilings (marsh),Pilings,,FALSE,FALSE,TRUE,FALSE,FALSE,330,90.67887931,0.67,4.55,3.41,2.96625,3.88,3440,0,10.9,-9.196261863,18.92320565,21.20833333,114.544162,5,,,2002,121,0.423817992,N
2002-05-01,10:08,Pilings,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE,7000,90.67887931,0.67,4.55,3.41,2.96625,3.88,3440,0,10.9,-9.196261863,18.92320565,21.20833333,114.544162,5,,,2002,121,0.423817992,N
2002-05-03,10:05,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,11100,96.14494988,1.19,4.51,3.155,2.89875,3.32,4430,0,9.1,-5.781088913,-2.928362829,12.70833333,-169.5916027,3,,,2002,123,0.704770955,N
2002-05-03,9:35,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,5750,96.14494988,1.19,4.51,3.155,2.89875,3.32,4430,0,9.1,-5.781088913,-2.928362829,12.70833333,-169.5916027,8,,,2002,123,0.704770955,S
2002-05-03,9:35,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,1550,96.14494988,1.19,4.51,3.155,2.89875,3.32,4430,0,9.1,-5.781088913,-2.928362829,12.70833333,-169.5916027,8,,,2002,123,0.704770955,S
2002-05-03,9:50,Pilings (inner mumblies),Pilings,,TRUE,FALSE,FALSE,FALSE,FALSE,7000,96.14494988,1.19,4.51,3.155,2.89875,3.32,4430,0,9.1,-5.781088913,-2.928362829,12.70833333,-169.5916027,5,,,2002,123,0.704770955,N
2002-05-03,9:55,West end pilings,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE,1100,96.14494988,1.19,4.51,3.155,2.89875,3.32,4430,0,9.1,-5.781088913,-2.928362829,12.70833333,-169.5916027,5,,,2002,123,0.704770955,N
2002-05-05,12:30,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,9400,,1.84,4.41,2.97,3.03375,2.57,5400,1,9,-8.35424172,-14.63863814,22.54166667,-119.2827162,3,,,2002,125,0.985723917,N
2002-05-05,12:30,Brunswick Point (tide edge),Brunswick Point,,FALSE,FALSE,FALSE,TRUE,FALSE,1000,,1.84,4.41,2.97,3.03375,2.57,5400,1,9,-8.35424172,-14.63863814,22.54166667,-119.2827162,3,,,2002,125,0.985723917,N
2002-05-05,11:30,Canoe Pass,Canoe Pass,,FALSE,FALSE,FALSE,FALSE,FALSE,250,,1.84,4.41,2.97,3.03375,2.57,5400,1,9,-8.35424172,-14.63863814,22.54166667,-119.2827162,1,,,2002,125,0.985723917,N
2002-05-05,12:00,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,1.84,4.41,2.97,3.03375,2.57,5400,1,9,-8.35424172,-14.63863814,22.54166667,-119.2827162,8,,,2002,125,0.985723917,S
2002-05-05,12:00,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,200,,1.84,4.41,2.97,3.03375,2.57,5400,1,9,-8.35424172,-14.63863814,22.54166667,-119.2827162,8,,,2002,125,0.985723917,S
2002-05-06,14:35,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,31600,,1.91,4.28,2.815,2.930416667,2.37,5390,2.6,5.5,-6.12E-16,-8.035331853,12.54166667,-73.85151269,3,,,2002,126,1.126200399,N
2002-05-06,14:00,Canoe Pass,Canoe Pass,,FALSE,FALSE,FALSE,FALSE,FALSE,300,,1.91,4.28,2.815,2.930416667,2.37,5390,2.6,5.5,-6.12E-16,-8.035331853,12.54166667,-73.85151269,1,,,2002,126,1.126200399,N
2002-05-06,14:15,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,1.91,4.28,2.815,2.930416667,2.37,5390,2.6,5.5,-6.12E-16,-8.035331853,12.54166667,-73.85151269,8,,,2002,126,1.126200399,S
2002-05-06,14:15,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,1.91,4.28,2.815,2.930416667,2.37,5390,2.6,5.5,-6.12E-16,-8.035331853,12.54166667,-73.85151269,8,,,2002,126,1.126200399,S
2002-05-07,16:25,Brunswick Point (tide edge),Brunswick Point,,FALSE,FALSE,FALSE,TRUE,FALSE,5000,,2.1,4.14,2.77,2.90875,2.04,5040,0,8,-4.10424172,3.418475887,11.20833333,149.1761882,3,,,2002,127,1.26667688,N
2002-05-07,16:25,Canoe Pass,Canoe Pass,,FALSE,FALSE,FALSE,FALSE,FALSE,2000,,2.1,4.14,2.77,2.90875,2.04,5040,0,8,-4.10424172,3.418475887,11.20833333,149.1761882,1,,,2002,127,1.26667688,N
2002-05-07,16:10,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,2.1,4.14,2.77,2.90875,2.04,5040,0,8,-4.10424172,3.418475887,11.20833333,149.1761882,8,,,2002,127,1.26667688,S
2002-05-07,16:10,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,2.1,4.14,2.77,2.90875,2.04,5040,0,8,-4.10424172,3.418475887,11.20833333,149.1761882,8,,,2002,127,1.26667688,S
2002-05-07,16:20,West end pilings (tide edge),Pilings,,FALSE,FALSE,FALSE,TRUE,FALSE,3550,,2.1,4.14,2.77,2.90875,2.04,5040,0,8,-4.10424172,3.418475887,11.20833333,149.1761882,5,,,2002,127,1.26667688,N
2002-05-09,17:55,Brunswick Point (mumblies),Brunswick Point,,TRUE,FALSE,FALSE,FALSE,FALSE,3350,,1.61,4.03,2.96,2.914583333,2.42,4520,0,8.6,3.67E-16,-12.80250079,11.08333333,-69.48521887,3,,,2002,129,1.547629843,N
2002-05-09,17:40,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,1.61,4.03,2.96,2.914583333,2.42,4520,0,8.6,3.67E-16,-12.80250079,11.08333333,-69.48521887,8,,,2002,129,1.547629843,S
2002-05-09,17:40,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,1.61,4.03,2.96,2.914583333,2.42,4520,0,8.6,3.67E-16,-12.80250079,11.08333333,-69.48521887,8,,,2002,129,1.547629843,S
2002-05-09,17:50,Pilings (mumblies),Pilings,,TRUE,FALSE,FALSE,FALSE,FALSE,650,,1.61,4.03,2.96,2.914583333,2.42,4520,0,8.6,3.67E-16,-12.80250079,11.08333333,-69.48521887,5,,,2002,129,1.547629843,N
2002-05-10,17:30,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,0,95.33898305,1.3,3.96,2.985,2.87875,2.66,4270,0,10.2,-1.389185421,1.969615506,9.458333333,148.9828763,3,,,2002,130,1.688106324,N
2002-05-10,17:15,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,95.33898305,1.3,3.96,2.985,2.87875,2.66,4270,0,10.2,-1.389185421,1.969615506,9.458333333,148.9828763,8,,,2002,130,1.688106324,S
2002-05-10,17:15,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,95.33898305,1.3,3.96,2.985,2.87875,2.66,4270,0,10.2,-1.389185421,1.969615506,9.458333333,148.9828763,8,,,2002,130,1.688106324,S
2002-05-10,17:25,Pilings (mumblies),Pilings,,TRUE,FALSE,FALSE,FALSE,FALSE,4000,95.33898305,1.3,3.96,2.985,2.87875,2.66,4270,0,10.2,-1.389185421,1.969615506,9.458333333,148.9828763,5,,,2002,130,1.688106324,N
2003-04-16,16:35,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,33000,20,1.47,4.71,3.27,3.199583333,3.24,2150,0.2,9.2,-2.328421762,9.599944303,12.95833333,116.479222,3,,,2003,106,-1.683329228,N
2003-04-16,15:40,Canoe Pass,Canoe Pass,,FALSE,FALSE,FALSE,FALSE,FALSE,3000,20,1.47,4.71,3.27,3.199583333,3.24,2150,0.2,9.2,-2.328421762,9.599944303,12.95833333,116.479222,1,,,2003,106,-1.683329228,N
2003-04-16,16:20,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,1.47,4.71,3.27,3.199583333,3.24,2150,0.2,9.2,-2.328421762,9.599944303,12.95833333,116.479222,8,,,2003,106,-1.683329228,S
2003-04-16,16:20,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,1.47,4.71,3.27,3.199583333,3.24,2150,0.2,9.2,-2.328421762,9.599944303,12.95833333,116.479222,8,,,2003,106,-1.683329228,S
2003-04-16,16:25,Pilings (outer mumblies),Pilings,,TRUE,FALSE,FALSE,FALSE,FALSE,7000,20,1.47,4.71,3.27,3.199583333,3.24,2150,0.2,9.2,-2.328421762,9.599944303,12.95833333,116.479222,5,,,2003,106,-1.683329228,N
2003-04-16,16:30,West end pilings (west end mumblies),Pilings,,TRUE,FALSE,FALSE,FALSE,FALSE,6500,20,1.47,4.71,3.27,3.199583333,3.24,2150,0.2,9.2,-2.328421762,9.599944303,12.95833333,116.479222,5,,,2003,106,-1.683329228,N
2003-04-17,17:35,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,16900,7.75862069,1,4.75,3.32,3.18125,3.75,2290,1.4,8.8,-4.473130932,1.910129954,8.166666667,166.4404122,3,,,2003,107,-1.542852747,N
2003-04-17,17:30,Coal Port corner (west end mumblies),Coal Port,,TRUE,FALSE,FALSE,FALSE,FALSE,47000,7.75862069,1,4.75,3.32,3.18125,3.75,2290,1.4,8.8,-4.473130932,1.910129954,8.166666667,166.4404122,8,,,2003,107,-1.542852747,S
2003-04-18,9:30,Brunswick Point,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE,39500,,0.59,4.68,3.355,3.075833333,4.09,2330,3.2,9.2,-5.362311102,2.604722665,9.916666667,143.3448201,3,,,2003,108,-1.402376265,N
2003-04-18,9:30,Canoe Pass,Canoe Pass,,FALSE,FALSE,FALSE,FALSE,FALSE,7000,,0.59,4.68,3.355,3.075833333,4.09,2330,3.2,9.2,-5.362311102,2.604722665,9.916666667,143.3448201,1,,,2003,108,-1.402376265,N
2003-04-18,9:15,Coal Port corner,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0.59,4.68,3.355,3.075833333,4.09,2330,3.2,9.2,-5.362311102,2.604722665,9.916666667,143.3448201,8,,,2003,108,-1.402376265,S
2003-04-18,9:15,Coal Port jetty side marsh,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0.59,4.68,3.355,3.075833333,4.09,2330,3.2,9.2,-5.362311102,2.604722665,9.916666667,143.3448201,8,,,2003,108,-1.402376265,S
2003-04-18,9:25,Pilings (mumblies),Pilings,,TRUE,FALSE,FALSE,FALSE,FALSE,0,,0.59,4.68,3.355,3.075833333,4.09,2330,3.2,9.2,-5.362311102,2.604722665,9.916666667,143.3448201,5,,,2003,108,-1.402376265,N
2003-04-19,10:10,Brunswick Point (tide edge - beyond mumblies),Brunswick Point,,TRUE,FALSE,FALSE,TRUE,FALSE,29000,10.24154589,0.47,4.6,3.405,3.077916667,4.13,2390,1.4,10.1,1.736481777,10.83288528,12.25,83.03984199,3,,,2003,109,-1.261899784,N
