"station_name","station_id","station_operator","prov","lat","lon","elev","climate_id","WMO_id","TC_id","date","time","year","month","day","hour","weather","hmdx","hmdx_flag","pressure","pressure_flag","rel_hum","rel_hum_flag","temp","temp_dew","temp_dew_flag","temp_flag","visib","visib_flag","wind_chill","wind_chill_flag","wind_dir","wind_dir_flag","wind_spd","wind_spd_flag","precip_amt","precip_amt_flag"
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-01,2002-05-01 16:00:00,"2002","05","01","16:00","Mostly Cloudy",,,101.63,,73,,12.2,7.5,,,24.1,,,,12,,24,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-01,2002-05-01 17:00:00,"2002","05","01","17:00","Mostly Cloudy",,,101.6,,73,,12.1,7.4,,,24.1,,,,12,,24,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-01,2002-05-01 18:00:00,"2002","05","01","18:00","Mostly Cloudy",,,101.55,,75,,11.3,7,,,24.1,,,,13,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-01,2002-05-01 19:00:00,"2002","05","01","19:00","Mainly Clear",,,101.54,,78,,10.8,7.1,,,24.1,,,,11,,24,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-01,2002-05-01 20:00:00,"2002","05","01","20:00","Mainly Clear",,,101.54,,79,,10.3,6.8,,,24.1,,,,11,,24,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-01,2002-05-01 21:00:00,"2002","05","01","21:00","Mostly Cloudy",,,101.55,,78,,10.6,7,,,16.1,,,,11,,24,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-01,2002-05-01 22:00:00,"2002","05","01","22:00","Mostly Cloudy",,,101.52,,77,,10.5,6.7,,,16.1,,,,10,,24,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-01,2002-05-01 23:00:00,"2002","05","01","23:00","Mostly Cloudy",,,101.53,,78,,9.9,6.2,,,24.1,,,,11,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 00:00:00,"2002","05","02","00:00","Mostly Cloudy",,,101.55,,78,,9.8,6.2,,,24.1,,,,10,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 01:00:00,"2002","05","02","01:00","Mostly Cloudy",,,101.5,,81,,9.4,6.3,,,24.1,,,,10,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 02:00:00,"2002","05","02","02:00","Cloudy",,,101.47,,80,,9.5,6.2,,,24.1,,,,10,,15,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 03:00:00,"2002","05","02","03:00","Cloudy",,,101.45,,81,,9.6,6.5,,,19.3,,,,10,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 04:00:00,"2002","05","02","04:00","Cloudy",,,101.39,,81,,9.1,6.1,,,19.3,,,,10,,15,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 05:00:00,"2002","05","02","05:00","Drizzle,Fog",,,101.35,,87,,8.7,6.7,,,6.4,,,,12,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 06:00:00,"2002","05","02","06:00","Drizzle,Fog",,,101.33,,92,,8.6,7.3,,,4,,,,14,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 07:00:00,"2002","05","02","07:00","Drizzle,Fog",,,101.33,,90,,8.6,7.1,,,6.4,,,,11,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 08:00:00,"2002","05","02","08:00","Drizzle,Fog",,,101.3,,90,,8.9,7.4,,,2.4,,,,18,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 09:00:00,"2002","05","02","09:00","Drizzle,Fog",,,101.24,,91,,8.8,7.4,,,6.4,,,,16,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 10:00:00,"2002","05","02","10:00","Drizzle,Fog",,,101.23,,61,,9.5,2.4,,,6.4,,,,26,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 11:00:00,"2002","05","02","11:00","Fog",,,101.2,,92,,9.5,8.2,,,8,,,,27,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 12:00:00,"2002","05","02","12:00","Cloudy",,,101.13,,89,,10.1,8.3,,,12.9,,,,22,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 13:00:00,"2002","05","02","13:00","Mostly Cloudy",,,101.04,,82,,11.3,8.4,,,12.9,,,,15,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 14:00:00,"2002","05","02","14:00","Mostly Cloudy",,,100.95,,66,,12.8,6.6,,,32.2,,,,13,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 15:00:00,"2002","05","02","15:00","Mostly Cloudy",,,100.81,,69,,13.5,7.9,,,32.2,,,,11,,7,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 16:00:00,"2002","05","02","16:00","Mostly Cloudy",,,100.67,,54,,14.2,5.1,,,48.3,,,,18,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 17:00:00,"2002","05","02","17:00","Mostly Cloudy",,,100.66,,55,,12.8,4.1,,,48.3,,,,22,,43,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 18:00:00,"2002","05","02","18:00","Mostly Cloudy",,,100.73,,77,,10.2,6.3,,,48.3,,,,29,,54,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 19:00:00,"2002","05","02","19:00","Mostly Cloudy",,,100.85,,67,,9.6,3.8,,,32.2,,,,28,,37,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 20:00:00,"2002","05","02","20:00","Mostly Cloudy",,,100.96,,65,,9,2.8,,,32.2,,,,29,,43,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 21:00:00,"2002","05","02","21:00","Mainly Clear",,,101.03,,69,,8.6,3.3,,,48.3,,,,29,,44,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 22:00:00,"2002","05","02","22:00","Mainly Clear",,,101.17,,72,,7.4,2.7,,,48.3,,,,30,,24,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-02,2002-05-02 23:00:00,"2002","05","02","23:00","Mainly Clear",,,101.29,,75,,6.7,2.5,,,48.3,,,,3,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 00:00:00,"2002","05","03","00:00","Mainly Clear",,,101.41,,75,,5.9,1.9,,,48.3,,,,9,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 01:00:00,"2002","05","03","01:00","Mainly Clear",,,101.54,,72,,7,2.4,,,32.2,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 02:00:00,"2002","05","03","02:00","Cloudy",,,101.61,,74,,6.9,2.6,,,32.2,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 03:00:00,"2002","05","03","03:00","Mostly Cloudy",,,101.7,,79,,5.7,2.3,,,32.2,,,,9,,7,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 04:00:00,"2002","05","03","04:00","Mostly Cloudy",,,101.74,,75,,6.7,2.6,,,32.2,,,,12,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 05:00:00,"2002","05","03","05:00","Mostly Cloudy",,,101.81,,76,,6.9,2.9,,,32.2,,,,14,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 06:00:00,"2002","05","03","06:00","Mostly Cloudy",,,101.87,,79,,6.8,3.4,,,48.3,,,,9,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 07:00:00,"2002","05","03","07:00","Mainly Clear",,,101.98,,72,,7.8,3.1,,,48.3,,,,32,,6,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 08:00:00,"2002","05","03","08:00","Mainly Clear",,,102.02,,66,,8.8,2.9,,,48.3,,,,29,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 09:00:00,"2002","05","03","09:00","Mainly Clear",,,102.1,,63,,9.9,3.2,,,48.3,,,,26,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 10:00:00,"2002","05","03","10:00","Mostly Cloudy",,,102.15,,60,,10,2.6,,,48.3,,,,26,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 11:00:00,"2002","05","03","11:00","Mostly Cloudy",,,102.19,,60,,10.4,2.9,,,48.3,,,,24,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 12:00:00,"2002","05","03","12:00","Mostly Cloudy",,,102.2,,47,,11.3,0.4,,,48.3,,,,22,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 13:00:00,"2002","05","03","13:00","Mostly Cloudy",,,102.19,,50,,12,2,,,48.3,,,,22,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 14:00:00,"2002","05","03","14:00","Mostly Cloudy",,,102.19,,54,,12.6,3.5,,,48.3,,,,26,,7,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 15:00:00,"2002","05","03","15:00","Mostly Cloudy",,,102.14,,48,,12.8,2.2,,,48.3,,,,16,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 16:00:00,"2002","05","03","16:00","Mostly Cloudy",,,102.11,,52,,12.3,2.7,,,48.3,,,,15,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 17:00:00,"2002","05","03","17:00","Mostly Cloudy",,,102.08,,55,,11.6,2.9,,,48.3,,,,13,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 18:00:00,"2002","05","03","18:00","Mostly Cloudy",,,102.03,,58,,11,3,,,48.3,,,,12,,22,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 19:00:00,"2002","05","03","19:00","Mostly Cloudy",,,102.03,,55,,10.6,1.9,,,48.3,,,,22,,28,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 20:00:00,"2002","05","03","20:00","Mostly Cloudy",,,102.05,,60,,10.1,2.6,,,48.3,,,,23,,28,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 21:00:00,"2002","05","03","21:00","Mostly Cloudy",,,102.09,,61,,9.5,2.4,,,48.3,,,,22,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 22:00:00,"2002","05","03","22:00","Mostly Cloudy",,,102.08,,62,,8.8,1.9,,,48.3,,,,21,,4,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-03,2002-05-03 23:00:00,"2002","05","03","23:00","Cloudy",,,102.07,,63,,8.4,1.7,,,32.2,,,,15,,7,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 00:00:00,"2002","05","04","00:00","Cloudy",,,102.07,,62,,8.4,1.6,,,32.2,,,,16,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 01:00:00,"2002","05","04","01:00","Cloudy",,,102.07,,69,,7.4,2.1,,,32.2,,,,11,,7,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 02:00:00,"2002","05","04","02:00","Cloudy",,,102.03,,71,,7.1,2.3,,,32.2,,,,10,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 03:00:00,"2002","05","04","03:00","Cloudy",,,102.03,,71,,6.9,2.1,,,24.1,,,,10,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 04:00:00,"2002","05","04","04:00","Cloudy",,,102.03,,66,,7.9,1.9,,,24.1,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 05:00:00,"2002","05","04","05:00","Cloudy",,,102.03,,59,,8.3,0.7,,,24.1,,,,26,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 06:00:00,"2002","05","04","06:00","Cloudy",,,102.05,,62,,8.3,1.4,,,24.1,,,,23,,22,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 07:00:00,"2002","05","04","07:00","Cloudy",,,102.07,,63,,8.2,1.6,,,24.1,,,,22,,26,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 08:00:00,"2002","05","04","08:00","Mostly Cloudy",,,102.09,,61,,8.8,1.6,,,32.2,,,,21,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 09:00:00,"2002","05","04","09:00","Mostly Cloudy",,,102.08,,61,,8.7,1.7,,,32.2,,,,19,,22,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 10:00:00,"2002","05","04","10:00","Cloudy",,,102.07,,62,,9,2.2,,,32.2,,,,18,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 11:00:00,"2002","05","04","11:00","Cloudy",,,102.09,,62,,9.1,2.1,,,32.2,,,,20,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 12:00:00,"2002","05","04","12:00","Cloudy",,,102.05,,63,,9.7,2.9,,,32.2,,,,20,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 13:00:00,"2002","05","04","13:00","Cloudy",,,102.04,,62,,9.8,2.8,,,32.2,,,,19,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 14:00:00,"2002","05","04","14:00","Rain Showers",,,102.02,,69,,9.4,4.1,,,32.2,,,,16,,26,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 15:00:00,"2002","05","04","15:00","Rain Showers",,,101.95,,68,,9.7,4,,,32.2,,,,17,,33,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 16:00:00,"2002","05","04","16:00","Rain Showers",,,101.89,,66,,9.8,3.7,,,32.2,,,,17,,32,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 17:00:00,"2002","05","04","17:00","Rain Showers",,,101.86,,68,,9.4,3.7,,,32.2,,,,17,,28,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 18:00:00,"2002","05","04","18:00","Rain Showers",,,101.79,,73,,9,4.5,,,24.1,,,,17,,30,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 19:00:00,"2002","05","04","19:00","Rain Showers",,,101.74,,75,,8.5,4.3,,,24.1,,,,16,,24,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 20:00:00,"2002","05","04","20:00","Rain",,,101.7,,73,,8.3,3.7,,,24.1,,,,16,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 21:00:00,"2002","05","04","21:00","Rain",,,101.67,,75,,8.1,4,,,24.1,,,,15,,22,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 22:00:00,"2002","05","04","22:00","Rain",,,101.61,,75,,8,3.8,,,24.1,,,,15,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-04,2002-05-04 23:00:00,"2002","05","04","23:00","Rain",,,101.56,,75,,8,3.8,,,24.1,,,,14,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 00:00:00,"2002","05","05","00:00","Rain",,,101.5,,77,,7.9,4.1,,,24.1,,,,15,,15,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 01:00:00,"2002","05","05","01:00","Rain",,,101.44,,81,,7.8,4.8,,,19.3,,,,17,,15,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 02:00:00,"2002","05","05","02:00","Rain",,,101.38,,80,,7.8,4.6,,,19.3,,,,18,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 03:00:00,"2002","05","05","03:00","Rain",,,101.34,,79,,7.9,4.4,,,19.3,,,,18,,24,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 04:00:00,"2002","05","05","04:00","Rain",,,101.27,,81,,7.7,4.7,,,19.3,,,,17,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 05:00:00,"2002","05","05","05:00","Mostly Cloudy",,,101.22,,80,,7.6,4.3,,,32.2,,,,18,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 06:00:00,"2002","05","05","06:00","Mostly Cloudy",,,101.2,,77,,7.7,4,,,19.3,,,,21,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 07:00:00,"2002","05","05","07:00","Mostly Cloudy",,,101.17,,73,,8.4,3.8,,,48.3,,,,22,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 08:00:00,"2002","05","05","08:00","Mostly Cloudy",,,101.17,,69,,9,3.6,,,48.3,,,,23,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 09:00:00,"2002","05","05","09:00","Mostly Cloudy",,,101.18,,64,,9.4,2.9,,,48.3,,,,24,,17,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 10:00:00,"2002","05","05","10:00","Mostly Cloudy",,,101.19,,71,,9.6,4.7,,,48.3,,,,31,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 11:00:00,"2002","05","05","11:00","Mainly Clear",,,101.2,,68,,10.1,4.4,,,48.3,,,,29,,13,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 12:00:00,"2002","05","05","12:00","Rain Showers",,,101.23,,73,,8.4,3.8,,,32.2,,,,28,,28,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 13:00:00,"2002","05","05","13:00","Rain Showers",,,101.28,,70,,8.6,3.5,,,32.2,,,,27,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 14:00:00,"2002","05","05","14:00","Mostly Cloudy",,,101.35,,75,,7.8,3.6,,,32.2,,,,28,,41,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 15:00:00,"2002","05","05","15:00","Mostly Cloudy",,,101.39,,74,,8,3.7,,,32.2,,,,30,,28,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 16:00:00,"2002","05","05","16:00","Mostly Cloudy",,,101.43,,70,,8.6,3.4,,,32.2,,,,27,,33,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 17:00:00,"2002","05","05","17:00","Mainly Clear",,,101.44,,64,,8.6,2.1,,,32.2,,,,28,,35,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 18:00:00,"2002","05","05","18:00","Mostly Cloudy",,,101.45,,66,,7.6,1.7,,,32.2,,,,25,,35,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 19:00:00,"2002","05","05","19:00","Mostly Cloudy",,,101.47,,67,,7.9,2.1,,,32.2,,,,26,,26,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 20:00:00,"2002","05","05","20:00","Mostly Cloudy",,,101.53,,64,,7.6,1.3,,,32.2,,,,25,,15,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 21:00:00,"2002","05","05","21:00","Mostly Cloudy",,,101.59,,62,,7.7,0.9,,,32.2,,,,25,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 22:00:00,"2002","05","05","22:00","Mostly Cloudy",,,101.62,,67,,7.3,1.5,,,32.2,,,,25,,28,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-05,2002-05-05 23:00:00,"2002","05","05","23:00","Mostly Cloudy",,,101.65,,69,,7,1.7,,,32.2,,,,25,,24,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-06,2002-05-06 00:00:00,"2002","05","06","00:00","Mostly Cloudy",,,101.67,,65,,7.1,1,,,32.2,,,,29,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-06,2002-05-06 01:00:00,"2002","05","06","01:00","Mostly Cloudy",,,101.7,,66,,6.4,0.5,,,32.2,,,,29,,33,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-06,2002-05-06 02:00:00,"2002","05","06","02:00","Cloudy",,,101.72,,68,,6,0.5,,,32.2,,,,29,,28,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-06,2002-05-06 03:00:00,"2002","05","06","03:00","Cloudy",,,101.74,,74,,5.2,0.9,,,32.2,,,,25,,26,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-06,2002-05-06 04:00:00,"2002","05","06","04:00","Mostly Cloudy",,,101.76,,76,,4.9,1,,,32.2,,,,25,,19,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-06,2002-05-06 05:00:00,"2002","05","06","05:00","Mostly Cloudy",,,101.78,,70,,4.5,-0.4,,,32.2,,,,22,,11,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-06,2002-05-06 06:00:00,"2002","05","06","06:00","Rain Showers",,,101.84,,78,,4.4,0.9,,,19.3,,,,29,,20,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-06,2002-05-06 07:00:00,"2002","05","06","07:00","Rain Showers,Snow Showers,Fog",,,101.88,,78,,2.4,-1,,,4.8,,,,5,,9,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-06,2002-05-06 08:00:00,"2002","05","06","08:00","Rain Showers",,,101.93,,80,,3.3,0.1,,,16.1,,,,25,,7,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-06,2002-05-06 09:00:00,"2002","05","06","09:00","Rain Showers",,,101.96,,72,,5.5,0.8,,,16.1,,,,,,0,,,
"VANCOUVER INT'L A",889,,"BC",49.2,-123.18,4.3,"1108447",,"YVR",2002-05-06,2002-05-06 10:00:00,"2002","05","06","10:00","Mostly Cloudy",,,101.98,,71,,6.3,1.5,,,32.2,,,,8,,6,,,
